Shipment ID,Order ID,Product ID,Origin Location ID,Destination Location ID,Carrier ID,Planned Ship Date,Actual Ship Date,Planned Delivery Date,Actual Delivery Date,Delivery Status,Quantity Shipped,Transportation Cost,Freight Type,Tracking Number,Reason for Delay
SHIP1958,ORD04619,PROD004,WH001,CUST121_ADDR,CAR004,6/14/25,6/14/25,6/17/25,6/17/25,Delivered,156,1062,Ground,TRK94953,N/A
SHIP1959,ORD03638,PROD005,WH002,CUST158_ADDR,CAR003,6/2/25,6/3/25,6/8/25,6/7/25,Delivered,67,1418,LTL,TRK05389,N/A
SHIP1960,ORD00748,PROD002,WH003,CUST197_ADDR,CAR001,6/4/25,6/4/25,6/9/25,6/9/25,Delivered,174,1905,Ground,TRK17411,N/A
SHIP1961,ORD00220,PROD005,WH003,CUST184_ADDR,CAR003,5/17/25,5/18/25,5/20/25,5/20/25,Delivered,170,1419,Rail,TRK97539,N/A
SHIP1962,ORD05015,PROD004,WH003,CUST109_ADDR,CAR002,6/2/25,6/3/25,6/7/25,6/7/25,Delivered,65,1581,Ground,TRK92019,N/A
SHIP1963,ORD00608,PROD002,WH003,CUST191_ADDR,CAR004,5/17/25,5/18/25,5/24/25,5/25/25,Delayed,116,1761,Ground,TRK14396,Customs
SHIP1964,ORD03396,PROD003,WH003,CUST156_ADDR,CAR001,5/19/25,5/19/25,5/21/25,5/23/25,Delayed,53,1896,Ground,TRK86296,Traffic
SHIP1965,ORD03661,PROD001,WH001,CUST121_ADDR,CAR004,6/7/25,6/8/25,6/10/25,6/10/25,Delivered,59,645,LTL,TRK74725,N/A
SHIP1966,ORD04103,PROD004,WH002,CUST125_ADDR,CAR004,5/19/25,5/19/25,5/21/25,5/20/25,Delivered,122,467,Air,TRK69312,N/A
SHIP1967,ORD03157,PROD002,WH003,CUST137_ADDR,CAR004,5/21/25,5/21/25,5/23/25,5/23/25,Delivered,115,751,Rail,TRK15693,N/A
SHIP1968,ORD04593,PROD001,WH002,CUST175_ADDR,CAR003,6/5/25,6/5/25,6/7/25,6/7/25,Delivered,73,626,Air,TRK12083,N/A
SHIP1969,ORD03036,PROD002,WH001,CUST166_ADDR,CAR001,6/2/25,6/2/25,6/7/25,6/7/25,Delivered,79,927,Ground,TRK77518,N/A
SHIP1970,ORD03497,PROD002,WH001,CUST147_ADDR,CAR003,5/24/25,5/24/25,5/31/25,5/31/25,Delivered,24,663,LTL,TRK01421,N/A
SHIP1971,ORD03507,PROD002,WH002,CUST182_ADDR,CAR002,6/7/25,6/7/25,6/11/25,6/10/25,Delivered,104,925,Ground,TRK96060,N/A
SHIP1972,ORD03187,PROD002,WH001,CUST199_ADDR,CAR002,6/10/25,6/10/25,6/12/25,6/12/25,Delivered,67,555,LTL,TRK70375,N/A
SHIP1973,ORD04292,PROD005,WH002,CUST103_ADDR,CAR004,5/28/25,5/29/25,6/2/25,6/2/25,Delivered,90,1826,LTL,TRK34582,N/A
SHIP1974,ORD03019,PROD001,WH003,CUST186_ADDR,CAR003,5/19/25,5/19/25,5/21/25,5/21/25,Delivered,168,880,Air,TRK07195,N/A
SHIP1975,ORD01824,PROD001,WH002,CUST147_ADDR,CAR003,5/17/25,5/17/25,5/23/25,5/23/25,Delivered,79,1822,Ground,TRK00666,N/A
SHIP1976,ORD03297,PROD004,WH002,CUST197_ADDR,CAR001,5/26/25,5/26/25,5/31/25,5/31/25,Delivered,116,1585,Rail,TRK02634,N/A
SHIP1977,ORD02475,PROD001,WH002,CUST192_ADDR,CAR003,5/28/25,5/28/25,5/31/25,6/2/25,Delayed,167,1927,Rail,TRK36768,Mechanical
SHIP1978,ORD00979,PROD002,WH002,CUST138_ADDR,CAR004,5/24/25,5/24/25,5/26/25,5/26/25,Delivered,106,1583,Ground,TRK59995,N/A
SHIP1979,ORD05078,PROD005,WH001,CUST144_ADDR,CAR003,6/10/25,6/11/25,6/15/25,6/15/25,Delivered,65,1609,Rail,TRK11051,N/A
SHIP1980,ORD00792,PROD002,WH002,CUST128_ADDR,CAR002,6/10/25,6/11/25,6/16/25,6/16/25,Delivered,165,1717,Air,TRK46256,N/A
SHIP1981,ORD05588,PROD003,WH002,CUST106_ADDR,CAR002,5/19/25,5/20/25,5/21/25,5/21/25,Delivered,81,822,LTL,TRK96638,N/A
SHIP1982,ORD00507,PROD002,WH003,CUST110_ADDR,CAR003,5/18/25,5/18/25,5/22/25,5/24/25,Delayed,116,777,Rail,TRK04585,Weather
SHIP1983,ORD03468,PROD004,WH003,CUST147_ADDR,CAR003,5/18/25,5/19/25,5/20/25,5/20/25,Delivered,87,1145,Air,TRK98385,N/A
SHIP1984,ORD01416,PROD001,WH003,CUST157_ADDR,CAR004,5/30/25,5/30/25,6/6/25,6/6/25,Delivered,143,1531,LTL,TRK30870,N/A
SHIP1985,ORD04897,PROD005,WH001,CUST185_ADDR,CAR002,5/26/25,5/26/25,5/31/25,5/31/25,Delivered,155,713,Rail,TRK37973,N/A
SHIP1986,ORD01122,PROD002,WH003,CUST165_ADDR,CAR002,5/17/25,5/18/25,5/22/25,5/22/25,Delivered,96,1526,Ground,TRK12507,N/A
SHIP1987,ORD02592,PROD004,WH003,CUST179_ADDR,CAR004,6/9/25,6/9/25,6/11/25,6/11/25,Delivered,14,621,Rail,TRK36171,N/A
SHIP1988,ORD03671,PROD003,WH003,CUST187_ADDR,CAR004,6/10/25,6/10/25,6/12/25,6/11/25,Delivered,44,560,Air,TRK91612,N/A
SHIP1989,ORD05462,PROD001,WH003,CUST145_ADDR,CAR004,5/23/25,5/23/25,5/25/25,5/26/25,Delayed,139,557,Air,TRK97057,Traffic
SHIP1990,ORD05627,PROD003,WH002,CUST181_ADDR,CAR004,5/18/25,5/19/25,5/21/25,5/21/25,Delivered,152,434,Rail,TRK02823,N/A
SHIP1991,ORD01207,PROD002,WH001,CUST181_ADDR,CAR001,5/23/25,5/23/25,5/25/25,5/25/25,Delivered,99,328,Air,TRK02534,N/A
SHIP1992,ORD02763,PROD005,WH002,CUST127_ADDR,CAR001,5/19/25,5/19/25,5/24/25,5/24/25,Delivered,71,1857,Ground,TRK49027,N/A
SHIP1993,ORD00276,PROD005,WH003,CUST177_ADDR,CAR004,5/28/25,5/28/25,6/4/25,6/4/25,Delivered,132,1490,LTL,TRK14039,N/A
SHIP1994,ORD02573,PROD002,WH001,CUST114_ADDR,CAR002,5/21/25,5/22/25,5/28/25,5/30/25,Delayed,67,1810,Ground,TRK57689,Mechanical
SHIP1995,ORD01239,PROD003,WH001,CUST194_ADDR,CAR001,6/7/25,6/7/25,6/10/25,6/10/25,Delivered,183,1707,Ground,TRK31271,N/A
SHIP1996,ORD02771,PROD004,WH002,CUST103_ADDR,CAR003,6/4/25,6/4/25,6/7/25,6/7/25,Delivered,182,1619,Rail,TRK68985,N/A
SHIP1997,ORD04160,PROD005,WH003,CUST149_ADDR,CAR002,6/9/25,6/9/25,6/15/25,6/15/25,Delivered,162,771,LTL,TRK06743,N/A
SHIP1998,ORD00847,PROD005,WH001,CUST116_ADDR,CAR002,5/17/25,5/17/25,5/21/25,5/21/25,Delivered,43,1414,Air,TRK28250,N/A
SHIP1999,ORD00540,PROD004,WH002,CUST129_ADDR,CAR001,5/28/25,5/29/25,5/31/25,5/30/25,Delivered,29,1374,Rail,TRK17393,N/A
SHIP2000,ORD01851,PROD001,WH003,CUST131_ADDR,CAR002,6/2/25,6/3/25,6/4/25,6/4/25,Delivered,139,1695,LTL,TRK61760,N/A
SHIP2001,ORD01375,PROD004,WH002,CUST186_ADDR,CAR003,6/8/25,6/8/25,6/12/25,6/12/25,Delivered,148,1257,Rail,TRK81850,N/A
SHIP2002,ORD04208,PROD001,WH003,CUST102_ADDR,CAR003,5/20/25,5/21/25,5/23/25,5/24/25,Delayed,195,575,LTL,TRK36639,Weather
SHIP2003,ORD04790,PROD004,WH003,CUST156_ADDR,CAR002,6/8/25,6/8/25,6/14/25,6/14/25,Delivered,67,407,Air,TRK60467,N/A
SHIP2004,ORD01722,PROD001,WH001,CUST107_ADDR,CAR003,5/18/25,5/18/25,5/22/25,5/22/25,Delivered,157,769,Air,TRK58998,N/A
SHIP2005,ORD03074,PROD005,WH003,CUST165_ADDR,CAR004,5/21/25,5/21/25,5/27/25,5/27/25,Delivered,113,694,Rail,TRK62835,N/A
SHIP2006,ORD02854,PROD003,WH002,CUST199_ADDR,CAR004,5/29/25,5/29/25,6/4/25,6/5/25,Delayed,74,594,Rail,TRK01698,Customs
SHIP2007,ORD00149,PROD005,WH002,CUST136_ADDR,CAR004,6/3/25,6/3/25,6/9/25,6/9/25,Delivered,179,757,Ground,TRK92045,N/A
SHIP2008,ORD03912,PROD001,WH002,CUST188_ADDR,CAR001,6/8/25,6/8/25,6/12/25,6/12/25,Delivered,56,1757,Rail,TRK60402,N/A
SHIP2009,ORD04499,PROD002,WH003,CUST133_ADDR,CAR003,6/9/25,6/9/25,6/12/25,6/12/25,Delivered,36,1224,LTL,TRK86901,N/A
SHIP2010,ORD01583,PROD003,WH003,CUST108_ADDR,CAR002,6/7/25,6/7/25,6/14/25,6/14/25,Delivered,82,1707,Ground,TRK26680,N/A
SHIP2011,ORD01990,PROD002,WH002,CUST121_ADDR,CAR002,6/6/25,6/7/25,6/9/25,6/10/25,Delayed,39,988,Air,TRK13958,Customs
SHIP2012,ORD05371,PROD005,WH003,CUST135_ADDR,CAR002,5/15/25,5/15/25,5/20/25,5/21/25,Delayed,82,934,Ground,TRK08938,Mechanical
SHIP2013,ORD04047,PROD003,WH001,CUST103_ADDR,CAR004,5/25/25,5/26/25,5/29/25,5/29/25,Delivered,130,1802,Ground,TRK91612,N/A
SHIP2014,ORD04337,PROD001,WH003,CUST127_ADDR,CAR003,6/5/25,6/5/25,6/9/25,6/9/25,Delivered,49,797,LTL,TRK85582,N/A
SHIP2015,ORD02045,PROD001,WH001,CUST182_ADDR,CAR003,6/4/25,6/5/25,6/7/25,6/6/25,Delivered,55,1040,Air,TRK40563,N/A
SHIP2016,ORD04675,PROD003,WH001,CUST163_ADDR,CAR001,6/2/25,6/3/25,6/8/25,6/8/25,Delivered,161,1462,Air,TRK36001,N/A
SHIP2017,ORD04808,PROD001,WH001,CUST143_ADDR,CAR004,5/26/25,5/27/25,5/28/25,5/28/25,Delivered,200,1506,Ground,TRK60883,N/A
SHIP2018,ORD05958,PROD002,WH003,CUST126_ADDR,CAR001,6/9/25,6/9/25,6/14/25,6/14/25,Delivered,16,587,Air,TRK48823,N/A
SHIP2019,ORD00387,PROD004,WH002,CUST166_ADDR,CAR004,5/20/25,5/21/25,5/24/25,5/25/25,Delayed,157,421,LTL,TRK30915,Traffic
SHIP2020,ORD05468,PROD005,WH003,CUST157_ADDR,CAR004,5/19/25,5/20/25,5/23/25,5/23/25,Delivered,13,890,Ground,TRK25416,N/A
SHIP2021,ORD05418,PROD005,WH001,CUST162_ADDR,CAR004,6/14/25,6/15/25,6/21/25,6/21/25,Delivered,83,1991,Ground,TRK92524,N/A
SHIP2022,ORD01327,PROD004,WH002,CUST134_ADDR,CAR003,5/29/25,5/29/25,5/31/25,5/31/25,Delivered,109,943,Ground,TRK07472,N/A
SHIP2023,ORD05763,PROD005,WH003,CUST174_ADDR,CAR002,5/27/25,5/27/25,5/30/25,5/30/25,Delivered,22,624,Ground,TRK23168,N/A
SHIP2024,ORD05566,PROD001,WH001,CUST192_ADDR,CAR004,5/15/25,5/15/25,5/19/25,5/19/25,Delivered,58,1849,Ground,TRK75407,N/A
SHIP2025,ORD02324,PROD003,WH003,CUST169_ADDR,CAR001,5/24/25,5/24/25,5/28/25,5/29/25,Delayed,84,1908,Air,TRK48790,Customs
SHIP2026,ORD05507,PROD004,WH003,CUST105_ADDR,CAR001,6/1/25,6/2/25,6/5/25,6/7/25,Delayed,146,316,Ground,TRK68264,Mechanical
SHIP2027,ORD03288,PROD005,WH002,CUST182_ADDR,CAR001,6/10/25,6/10/25,6/17/25,6/17/25,Delivered,64,1652,Ground,TRK00045,N/A
SHIP2028,ORD02798,PROD002,WH002,CUST196_ADDR,CAR001,6/6/25,6/7/25,6/10/25,6/10/25,Delivered,114,1326,Ground,TRK61914,N/A
SHIP2029,ORD01709,PROD002,WH002,CUST132_ADDR,CAR001,5/27/25,5/27/25,6/1/25,6/2/25,Delayed,112,952,Ground,TRK44790,Weather
SHIP2030,ORD04384,PROD003,WH002,CUST197_ADDR,CAR002,5/31/25,5/31/25,6/5/25,6/6/25,Delayed,84,414,Rail,TRK21637,Mechanical
SHIP2031,ORD01399,PROD001,WH001,CUST108_ADDR,CAR001,6/9/25,6/10/25,6/15/25,6/16/25,Delayed,12,1916,Air,TRK22272,Mechanical
SHIP2032,ORD05304,PROD001,WH003,CUST175_ADDR,CAR001,5/30/25,5/30/25,6/5/25,6/5/25,Delivered,129,1694,LTL,TRK00841,N/A
SHIP2033,ORD02553,PROD002,WH002,CUST155_ADDR,CAR004,6/5/25,6/5/25,6/10/25,6/10/25,Delivered,46,1058,Rail,TRK12648,N/A
SHIP2034,ORD02338,PROD002,WH002,CUST104_ADDR,CAR001,6/9/25,6/9/25,6/12/25,6/12/25,Delivered,14,1535,Air,TRK65936,N/A
SHIP2035,ORD01713,PROD004,WH001,CUST101_ADDR,CAR002,6/7/25,6/7/25,6/9/25,6/8/25,Delivered,24,1246,Ground,TRK73386,N/A
SHIP2036,ORD02685,PROD001,WH001,CUST107_ADDR,CAR003,5/15/25,5/16/25,5/17/25,5/17/25,Delivered,144,527,LTL,TRK63423,N/A
SHIP2037,ORD01373,PROD005,WH001,CUST192_ADDR,CAR001,5/22/25,5/22/25,5/29/25,5/29/25,Delivered,67,901,Air,TRK75229,N/A
SHIP2038,ORD03962,PROD003,WH001,CUST161_ADDR,CAR003,5/16/25,5/17/25,5/21/25,5/21/25,Delivered,190,2000,Ground,TRK52478,N/A
SHIP2039,ORD00445,PROD001,WH003,CUST119_ADDR,CAR003,6/10/25,6/11/25,6/14/25,6/14/25,Delivered,132,856,Air,TRK50901,N/A
SHIP2040,ORD04877,PROD003,WH003,CUST162_ADDR,CAR001,5/26/25,5/27/25,5/29/25,5/29/25,Delivered,48,876,Air,TRK18858,N/A
SHIP2041,ORD02911,PROD004,WH001,CUST126_ADDR,CAR002,6/12/25,6/13/25,6/15/25,6/15/25,Delivered,63,902,LTL,TRK20848,N/A
SHIP2042,ORD05763,PROD005,WH001,CUST128_ADDR,CAR002,6/3/25,6/4/25,6/10/25,6/9/25,Delivered,25,302,Air,TRK80538,N/A
SHIP2043,ORD00605,PROD004,WH003,CUST181_ADDR,CAR001,5/20/25,5/21/25,5/26/25,5/25/25,Delivered,135,1965,Air,TRK21702,N/A
SHIP2044,ORD01267,PROD001,WH003,CUST119_ADDR,CAR004,6/8/25,6/9/25,6/12/25,6/12/25,Delivered,200,751,Air,TRK90163,N/A
SHIP2045,ORD01108,PROD003,WH001,CUST198_ADDR,CAR003,6/7/25,6/7/25,6/12/25,6/11/25,Delivered,111,1306,Ground,TRK12872,N/A
SHIP2046,ORD01723,PROD004,WH003,CUST173_ADDR,CAR001,6/11/25,6/12/25,6/14/25,6/14/25,Delivered,65,1896,LTL,TRK43052,N/A
SHIP2047,ORD02075,PROD002,WH002,CUST139_ADDR,CAR003,5/30/25,5/30/25,6/3/25,6/3/25,Delivered,174,1265,Rail,TRK74880,N/A
SHIP2048,ORD00704,PROD005,WH003,CUST179_ADDR,CAR001,5/25/25,5/26/25,5/27/25,5/26/25,Delivered,193,554,Air,TRK96236,N/A
SHIP2049,ORD01798,PROD005,WH003,CUST191_ADDR,CAR004,5/21/25,5/21/25,5/26/25,5/26/25,Delivered,200,820,Rail,TRK71796,N/A
SHIP2050,ORD05521,PROD001,WH002,CUST109_ADDR,CAR003,5/31/25,6/1/25,6/3/25,6/3/25,Delivered,27,1661,Rail,TRK57839,N/A
SHIP2051,ORD04337,PROD005,WH003,CUST174_ADDR,CAR004,6/7/25,6/8/25,6/14/25,6/13/25,Delivered,137,1130,Rail,TRK46518,N/A
SHIP2052,ORD00523,PROD005,WH002,CUST179_ADDR,CAR002,5/28/25,5/28/25,5/30/25,5/31/25,Delayed,113,1691,Rail,TRK41398,Traffic
SHIP2053,ORD00171,PROD001,WH002,CUST155_ADDR,CAR004,5/30/25,5/30/25,6/1/25,6/1/25,Delivered,107,1479,Rail,TRK30943,N/A
SHIP2054,ORD05111,PROD001,WH002,CUST187_ADDR,CAR003,5/30/25,5/30/25,6/3/25,6/3/25,Delivered,80,1336,Ground,TRK95764,N/A
SHIP2055,ORD03860,PROD002,WH001,CUST192_ADDR,CAR001,6/5/25,6/5/25,6/9/25,6/10/25,Delayed,194,1542,Ground,TRK96316,Traffic
SHIP2056,ORD02960,PROD003,WH003,CUST112_ADDR,CAR001,5/16/25,5/16/25,5/18/25,5/18/25,Delivered,185,948,Air,TRK98749,N/A
SHIP2057,ORD04029,PROD003,WH001,CUST162_ADDR,CAR003,5/29/25,5/29/25,5/31/25,6/1/25,Delayed,116,1845,Ground,TRK12832,Customs
SHIP2058,ORD03733,PROD002,WH001,CUST142_ADDR,CAR003,6/10/25,6/10/25,6/15/25,6/15/25,Delivered,172,807,Ground,TRK41536,N/A
SHIP2059,ORD02292,PROD004,WH002,CUST197_ADDR,CAR004,5/18/25,5/19/25,5/23/25,5/23/25,Delivered,55,1308,Rail,TRK37435,N/A
SHIP2060,ORD03627,PROD004,WH001,CUST136_ADDR,CAR004,5/16/25,5/16/25,5/23/25,5/22/25,Delivered,126,934,Rail,TRK00422,N/A
SHIP2061,ORD05299,PROD002,WH001,CUST156_ADDR,CAR004,6/6/25,6/6/25,6/8/25,6/8/25,Delivered,130,1371,Air,TRK99585,N/A
SHIP2062,ORD04018,PROD001,WH003,CUST147_ADDR,CAR002,6/13/25,6/13/25,6/15/25,6/14/25,Delivered,172,1546,Ground,TRK73667,N/A
SHIP2063,ORD02237,PROD005,WH002,CUST153_ADDR,CAR002,6/9/25,6/9/25,6/15/25,6/14/25,Delivered,115,1855,LTL,TRK02227,N/A
SHIP2064,ORD03295,PROD004,WH003,CUST114_ADDR,CAR004,6/10/25,6/10/25,6/16/25,6/16/25,Delivered,143,1742,Ground,TRK04832,N/A
SHIP2065,ORD00241,PROD002,WH001,CUST133_ADDR,CAR004,5/30/25,5/31/25,6/1/25,6/1/25,Delivered,105,1299,Air,TRK18545,N/A
SHIP2066,ORD00185,PROD004,WH001,CUST117_ADDR,CAR004,5/15/25,5/15/25,5/22/25,5/22/25,Delivered,167,973,Air,TRK95171,N/A
SHIP2067,ORD05957,PROD003,WH003,CUST113_ADDR,CAR004,5/18/25,5/18/25,5/24/25,5/24/25,Delivered,176,1327,Rail,TRK00820,N/A
SHIP2068,ORD00471,PROD002,WH003,CUST186_ADDR,CAR002,5/28/25,5/28/25,5/30/25,5/30/25,Delivered,70,1604,Ground,TRK64635,N/A
SHIP2069,ORD01041,PROD002,WH001,CUST102_ADDR,CAR002,5/25/25,5/25/25,5/30/25,5/31/25,Delayed,75,319,LTL,TRK97704,Weather
SHIP2070,ORD05469,PROD001,WH002,CUST144_ADDR,CAR002,5/24/25,5/24/25,5/30/25,5/30/25,Delivered,33,901,LTL,TRK97409,N/A
SHIP2071,ORD04432,PROD003,WH001,CUST115_ADDR,CAR002,6/6/25,6/6/25,6/11/25,6/13/25,Delayed,42,1781,Rail,TRK40728,Mechanical
SHIP2072,ORD00850,PROD003,WH001,CUST169_ADDR,CAR002,5/24/25,5/24/25,5/26/25,5/28/25,Delayed,189,939,LTL,TRK71065,Mechanical
SHIP2073,ORD04475,PROD002,WH002,CUST135_ADDR,CAR002,6/10/25,6/10/25,6/13/25,6/13/25,Delivered,73,1167,Rail,TRK22907,N/A
SHIP2074,ORD00759,PROD004,WH001,CUST131_ADDR,CAR002,5/16/25,5/16/25,5/22/25,5/23/25,Delayed,93,352,LTL,TRK15734,Traffic
SHIP2075,ORD02688,PROD003,WH003,CUST132_ADDR,CAR004,6/5/25,6/6/25,6/7/25,6/7/25,Delivered,117,523,LTL,TRK27165,N/A
SHIP2076,ORD04869,PROD001,WH001,CUST128_ADDR,CAR002,6/9/25,6/9/25,6/16/25,6/18/25,Delayed,115,980,LTL,TRK19977,Traffic
SHIP2077,ORD00731,PROD004,WH002,CUST112_ADDR,CAR003,5/15/25,5/15/25,5/18/25,5/18/25,Delivered,162,596,Air,TRK63733,N/A
SHIP2078,ORD01856,PROD001,WH001,CUST125_ADDR,CAR004,6/1/25,6/2/25,6/8/25,6/8/25,Delivered,26,531,LTL,TRK96100,N/A
SHIP2079,ORD00891,PROD002,WH001,CUST171_ADDR,CAR001,5/21/25,5/21/25,5/28/25,5/28/25,Delivered,84,1529,Rail,TRK75121,N/A
SHIP2080,ORD05643,PROD004,WH001,CUST161_ADDR,CAR001,5/29/25,5/29/25,6/3/25,6/3/25,Delivered,27,1655,LTL,TRK97870,N/A
SHIP2081,ORD00574,PROD003,WH002,CUST153_ADDR,CAR001,6/6/25,6/6/25,6/11/25,6/12/25,Delayed,65,1863,Rail,TRK15549,Weather
SHIP2082,ORD03725,PROD002,WH003,CUST127_ADDR,CAR004,5/29/25,5/29/25,6/2/25,6/2/25,Delivered,152,1058,LTL,TRK17903,N/A
SHIP2083,ORD04936,PROD005,WH003,CUST118_ADDR,CAR001,5/26/25,5/27/25,5/30/25,5/30/25,Delivered,195,1292,LTL,TRK10427,N/A
SHIP2084,ORD02808,PROD005,WH001,CUST182_ADDR,CAR004,5/23/25,5/23/25,5/30/25,5/31/25,Delayed,162,1725,LTL,TRK23722,Traffic
SHIP2085,ORD04736,PROD002,WH001,CUST198_ADDR,CAR003,5/18/25,5/18/25,5/22/25,5/23/25,Delayed,153,1631,Ground,TRK53450,Customs
SHIP2086,ORD04643,PROD005,WH001,CUST119_ADDR,CAR002,6/8/25,6/8/25,6/11/25,6/11/25,Delivered,125,1752,LTL,TRK85161,N/A
SHIP2087,ORD05536,PROD004,WH001,CUST162_ADDR,CAR001,5/15/25,5/16/25,5/17/25,5/19/25,Delayed,171,1036,Rail,TRK13114,Weather
SHIP2088,ORD05524,PROD003,WH001,CUST135_ADDR,CAR003,6/7/25,6/7/25,6/10/25,6/11/25,Delayed,74,527,Ground,TRK67039,Customs
SHIP2089,ORD05609,PROD004,WH001,CUST196_ADDR,CAR004,5/15/25,5/16/25,5/21/25,5/22/25,Delayed,140,1310,LTL,TRK44233,Customs
SHIP2090,ORD00334,PROD001,WH001,CUST198_ADDR,CAR002,6/2/25,6/3/25,6/4/25,6/4/25,Delivered,161,1224,LTL,TRK62504,N/A
SHIP2091,ORD02009,PROD005,WH002,CUST129_ADDR,CAR003,5/26/25,5/26/25,5/28/25,5/28/25,Delivered,52,1944,Ground,TRK13911,N/A
SHIP2092,ORD00052,PROD005,WH001,CUST163_ADDR,CAR004,5/28/25,5/28/25,6/3/25,6/4/25,Delayed,152,1680,Air,TRK01709,Mechanical
SHIP2093,ORD02800,PROD003,WH001,CUST176_ADDR,CAR004,5/16/25,5/17/25,5/22/25,5/22/25,Delivered,137,973,Ground,TRK61518,N/A
SHIP2094,ORD01450,PROD002,WH002,CUST190_ADDR,CAR002,6/12/25,6/12/25,6/14/25,6/16/25,Delayed,91,485,Ground,TRK89260,Mechanical
SHIP2095,ORD00934,PROD001,WH003,CUST199_ADDR,CAR002,6/12/25,6/12/25,6/18/25,6/18/25,Delivered,86,1086,Ground,TRK38109,N/A
SHIP2096,ORD05464,PROD005,WH003,CUST174_ADDR,CAR001,6/11/25,6/11/25,6/15/25,6/14/25,Delivered,25,645,Ground,TRK18713,N/A
SHIP2097,ORD00111,PROD002,WH001,CUST191_ADDR,CAR001,5/22/25,5/22/25,5/25/25,5/25/25,Delivered,123,1971,LTL,TRK77452,N/A
SHIP2098,ORD02964,PROD002,WH001,CUST180_ADDR,CAR001,5/20/25,5/20/25,5/25/25,5/25/25,Delivered,147,745,LTL,TRK42783,N/A
SHIP2099,ORD03762,PROD005,WH001,CUST184_ADDR,CAR002,5/26/25,5/27/25,6/1/25,6/1/25,Delivered,72,1124,Air,TRK51604,N/A
SHIP2100,ORD05836,PROD003,WH002,CUST141_ADDR,CAR002,5/24/25,5/24/25,5/31/25,6/1/25,Delayed,37,1589,LTL,TRK61582,Weather
SHIP2101,ORD04030,PROD005,WH002,CUST145_ADDR,CAR003,6/9/25,6/10/25,6/16/25,6/16/25,Delivered,86,487,Air,TRK39866,N/A
SHIP2102,ORD05440,PROD001,WH001,CUST192_ADDR,CAR002,5/20/25,5/21/25,5/26/25,5/26/25,Delivered,24,663,LTL,TRK39746,N/A
SHIP2103,ORD04261,PROD004,WH003,CUST139_ADDR,CAR001,6/11/25,6/11/25,6/18/25,6/18/25,Delivered,186,560,Ground,TRK22347,N/A
SHIP2104,ORD00928,PROD002,WH001,CUST171_ADDR,CAR004,5/18/25,5/18/25,5/24/25,5/24/25,Delivered,117,1060,Air,TRK14447,N/A
SHIP2105,ORD01189,PROD002,WH003,CUST138_ADDR,CAR003,6/9/25,6/10/25,6/13/25,6/13/25,Delivered,98,801,LTL,TRK40471,N/A
SHIP2106,ORD05057,PROD003,WH001,CUST176_ADDR,CAR004,5/16/25,5/16/25,5/21/25,5/21/25,Delivered,133,1560,Rail,TRK43005,N/A
SHIP2107,ORD03984,PROD003,WH001,CUST176_ADDR,CAR001,5/30/25,5/30/25,6/1/25,6/1/25,Delivered,197,1193,Air,TRK69211,N/A
SHIP2108,ORD04577,PROD002,WH003,CUST112_ADDR,CAR004,5/16/25,5/17/25,5/22/25,5/22/25,Delivered,145,416,Rail,TRK04197,N/A
SHIP2109,ORD03930,PROD001,WH003,CUST156_ADDR,CAR001,6/5/25,6/6/25,6/10/25,6/10/25,Delivered,144,975,LTL,TRK87301,N/A
SHIP2110,ORD02008,PROD005,WH002,CUST183_ADDR,CAR002,6/14/25,6/14/25,6/19/25,6/20/25,Delayed,183,1708,Air,TRK40036,Mechanical
SHIP2111,ORD00212,PROD003,WH002,CUST183_ADDR,CAR002,5/17/25,5/17/25,5/21/25,5/21/25,Delivered,47,1074,Rail,TRK96665,N/A
SHIP2112,ORD05782,PROD003,WH002,CUST160_ADDR,CAR003,6/10/25,6/10/25,6/14/25,6/14/25,Delivered,49,1772,Ground,TRK15122,N/A
SHIP2113,ORD04030,PROD004,WH003,CUST152_ADDR,CAR001,6/13/25,6/13/25,6/15/25,6/15/25,Delivered,109,1361,LTL,TRK06964,N/A
SHIP2114,ORD00812,PROD005,WH003,CUST148_ADDR,CAR001,5/29/25,5/29/25,6/4/25,6/3/25,Delivered,116,1779,Ground,TRK61965,N/A
SHIP2115,ORD01144,PROD004,WH002,CUST123_ADDR,CAR002,5/26/25,5/27/25,5/31/25,5/30/25,Delivered,69,1512,Air,TRK71983,N/A
SHIP2116,ORD04829,PROD005,WH003,CUST119_ADDR,CAR004,6/7/25,6/7/25,6/12/25,6/12/25,Delivered,139,1936,Ground,TRK98783,N/A
SHIP2117,ORD00995,PROD001,WH001,CUST111_ADDR,CAR004,6/11/25,6/12/25,6/13/25,6/14/25,Delayed,127,640,Ground,TRK77625,Customs
SHIP2118,ORD03586,PROD003,WH003,CUST118_ADDR,CAR003,5/15/25,5/15/25,5/19/25,5/19/25,Delivered,141,691,Ground,TRK88387,N/A
SHIP2119,ORD01206,PROD004,WH002,CUST196_ADDR,CAR001,5/25/25,5/26/25,5/27/25,5/27/25,Delivered,146,793,Rail,TRK38311,N/A
SHIP2120,ORD04113,PROD002,WH001,CUST149_ADDR,CAR003,6/5/25,6/5/25,6/12/25,6/12/25,Delivered,163,1897,Ground,TRK17355,N/A
SHIP2121,ORD04200,PROD003,WH003,CUST193_ADDR,CAR003,6/8/25,6/9/25,6/10/25,6/10/25,Delivered,103,1062,Rail,TRK75973,N/A
