Purchase Order ID,Product ID,Supplier ID,Order Date,Requested Delivery Date (Supplier),Actual Delivery Date (Supplier),Quantity Ordered,Quantity Received,Unit Cost,Total PO Value,Payment Terms,Supplier Lead Time (Standard),Supplier Quality Rating
PO2634,PROD002,SUPP004,5/20/25,6/2/25,6/1/25,62,59,143,"8,866",Net 30,13,B
PO2635,PROD004,SUPP004,4/15/25,5/5/25,5/6/25,440,440,64,"28,160",Net 30,20,C
PO2636,PROD002,SUPP001,4/26/25,5/12/25,5/15/25,386,385,169,"65,234",Net 30,16,C
PO2637,PROD002,SUPP002,5/4/25,5/16/25,5/15/25,285,283,162,"46,170",Net 45,12,B
PO2638,PROD004,SUPP004,5/22/25,6/5/25,6/6/25,153,151,176,"26,928",Net 45,14,B
PO2639,PROD004,SUPP004,5/18/25,6/5/25,6/6/25,330,325,81,"26,730",Net 60,18,C
PO2640,PROD003,SUPP001,5/7/25,5/24/25,5/26/25,435,432,108,"46,980",Net 45,17,B
PO2641,PROD003,SUPP004,4/12/25,4/28/25,5/1/25,414,412,71,"29,394",Net 60,16,C
PO2642,PROD001,SUPP003,5/2/25,5/18/25,5/19/25,431,426,40,"17,240",Net 45,16,B
PO2643,PROD002,SUPP004,5/11/25,5/22/25,5/23/25,447,444,81,"36,207",Net 45,11,B
PO2644,PROD002,SUPP003,4/4/25,4/22/25,4/20/25,192,190,186,"35,712",Net 60,18,B
PO2645,PROD001,SUPP004,5/29/25,6/11/25,6/12/25,445,445,68,"30,260",Net 60,13,A
PO2646,PROD001,SUPP001,4/8/25,4/24/25,4/22/25,405,404,190,"76,950",Net 30,16,C
PO2647,PROD003,SUPP004,4/25/25,5/11/25,5/11/25,193,190,164,"31,652",Net 45,16,A
PO2648,PROD005,SUPP002,4/19/25,5/3/25,5/1/25,168,167,65,"10,920",Net 30,14,C
PO2649,PROD003,SUPP002,5/7/25,5/25/25,5/26/25,192,190,79,"15,168",Net 60,18,A
PO2650,PROD004,SUPP004,4/4/25,4/16/25,4/15/25,442,437,177,"78,234",Net 45,12,B
PO2651,PROD002,SUPP001,4/10/25,4/20/25,4/20/25,348,348,190,"66,120",Net 45,10,A
PO2652,PROD001,SUPP001,4/22/25,5/6/25,5/9/25,325,324,156,"50,700",Net 45,14,A
PO2653,PROD002,SUPP004,4/25/25,5/9/25,5/11/25,487,485,105,"51,135",Net 30,14,A
PO2654,PROD001,SUPP002,4/22/25,5/2/25,5/5/25,381,378,101,"38,481",Net 45,10,B
PO2655,PROD001,SUPP003,4/23/25,5/7/25,5/9/25,410,409,45,"18,450",Net 60,14,B
PO2656,PROD004,SUPP003,5/26/25,6/7/25,6/7/25,190,186,178,"33,820",Net 60,12,C
PO2657,PROD005,SUPP003,4/28/25,5/14/25,5/15/25,344,342,157,"54,008",Net 45,16,B
PO2658,PROD001,SUPP004,4/17/25,5/6/25,5/8/25,498,498,157,"78,186",Net 60,19,C
PO2659,PROD003,SUPP001,4/29/25,5/18/25,5/17/25,305,301,128,"39,040",Net 60,19,C
PO2660,PROD003,SUPP001,5/8/25,5/21/25,5/24/25,64,61,95,"6,080",Net 45,13,C
PO2661,PROD005,SUPP002,4/28/25,5/14/25,5/15/25,287,286,109,"31,283",Net 45,16,C
PO2662,PROD003,SUPP004,5/30/25,6/17/25,6/19/25,401,397,103,"41,303",Net 45,18,A
PO2663,PROD001,SUPP004,4/4/25,4/20/25,4/20/25,309,306,174,"53,766",Net 60,16,B
PO2664,PROD005,SUPP002,4/22/25,5/11/25,5/10/25,143,138,54,"7,722",Net 30,19,A
PO2665,PROD003,SUPP003,4/21/25,5/10/25,5/12/25,346,341,192,"66,432",Net 30,19,C
PO2666,PROD001,SUPP001,4/21/25,5/9/25,5/11/25,182,177,151,"27,482",Net 45,18,A
PO2667,PROD001,SUPP003,5/15/25,6/3/25,6/5/25,242,238,92,"22,264",Net 45,19,A
PO2668,PROD001,SUPP002,4/5/25,4/21/25,4/22/25,484,479,121,"58,564",Net 45,16,B
PO2669,PROD002,SUPP003,5/1/25,5/20/25,5/20/25,172,167,76,"13,072",Net 30,19,C
PO2670,PROD001,SUPP001,4/14/25,4/27/25,4/30/25,344,340,195,"67,080",Net 60,13,B
PO2671,PROD004,SUPP003,5/21/25,6/9/25,6/11/25,419,416,51,"21,369",Net 45,19,B
PO2672,PROD003,SUPP003,5/1/25,5/14/25,5/15/25,397,396,152,"60,344",Net 30,13,A
PO2673,PROD005,SUPP002,5/20/25,6/8/25,6/8/25,44,41,186,"8,184",Net 30,19,A
PO2674,PROD003,SUPP003,4/23/25,5/12/25,5/15/25,180,176,143,"25,740",Net 60,19,A
PO2675,PROD002,SUPP003,5/8/25,5/25/25,5/24/25,63,63,70,"4,410",Net 45,17,B
PO2676,PROD004,SUPP002,5/20/25,5/31/25,5/30/25,178,178,103,"18,334",Net 30,11,B
PO2677,PROD003,SUPP002,5/1/25,5/16/25,5/18/25,429,426,106,"45,474",Net 60,15,B
PO2678,PROD002,SUPP003,5/9/25,5/19/25,5/18/25,429,428,111,"47,619",Net 30,10,B
PO2679,PROD002,SUPP001,5/18/25,6/3/25,6/5/25,366,362,147,"53,802",Net 30,16,A
PO2680,PROD002,SUPP003,4/26/25,5/8/25,5/7/25,147,143,126,"18,522",Net 60,12,B
PO2681,PROD001,SUPP002,5/19/25,6/7/25,6/10/25,324,320,141,"45,684",Net 45,19,C
PO2682,PROD005,SUPP001,5/31/25,6/11/25,6/11/25,50,47,46,"2,300",Net 60,11,C
PO2683,PROD003,SUPP002,5/5/25,5/22/25,5/20/25,296,291,80,"23,680",Net 30,17,C
PO2684,PROD003,SUPP002,4/24/25,5/4/25,5/3/25,180,177,154,"27,720",Net 45,10,A
PO2685,PROD002,SUPP002,5/5/25,5/20/25,5/20/25,388,385,116,"45,008",Net 30,15,A
PO2686,PROD002,SUPP003,4/19/25,5/1/25,5/3/25,100,100,102,"10,200",Net 45,12,A
PO2687,PROD005,SUPP001,4/28/25,5/18/25,5/19/25,461,459,161,"74,221",Net 30,20,A
PO2688,PROD001,SUPP001,4/25/25,5/12/25,5/13/25,152,147,138,"20,976",Net 60,17,A
PO2689,PROD004,SUPP001,5/19/25,5/30/25,6/1/25,199,194,147,"29,253",Net 45,11,B
PO2690,PROD001,SUPP004,4/20/25,5/4/25,5/3/25,436,436,63,"27,468",Net 45,14,B
PO2691,PROD001,SUPP004,4/11/25,4/21/25,4/19/25,98,98,93,"9,114",Net 30,10,A
PO2692,PROD004,SUPP004,5/7/25,5/19/25,5/19/25,483,483,195,"94,185",Net 60,12,A
PO2693,PROD004,SUPP004,5/5/25,5/18/25,5/17/25,369,365,131,"48,339",Net 60,13,B
PO2694,PROD005,SUPP002,4/6/25,4/16/25,4/17/25,81,77,158,"12,798",Net 60,10,B
PO2695,PROD003,SUPP002,4/1/25,4/12/25,4/10/25,281,280,52,"14,612",Net 45,11,B
PO2696,PROD001,SUPP002,5/9/25,5/23/25,5/26/25,24,21,164,"3,936",Net 60,14,A
PO2697,PROD002,SUPP003,5/6/25,5/25/25,5/26/25,204,199,71,"14,484",Net 45,19,C
PO2698,PROD003,SUPP004,4/19/25,5/2/25,5/3/25,362,359,97,"35,114",Net 30,13,B
PO2699,PROD001,SUPP002,5/9/25,5/20/25,5/20/25,335,330,111,"37,185",Net 45,11,A
PO2700,PROD003,SUPP003,5/14/25,5/30/25,5/28/25,256,252,112,"28,672",Net 60,16,B
PO2701,PROD003,SUPP002,4/9/25,4/25/25,4/28/25,64,64,94,"6,016",Net 30,16,C
PO2702,PROD005,SUPP004,5/4/25,5/15/25,5/15/25,30,28,135,"4,050",Net 45,11,C
PO2703,PROD005,SUPP002,4/15/25,4/26/25,4/24/25,373,369,79,"29,467",Net 60,11,C
PO2704,PROD005,SUPP003,4/5/25,4/24/25,4/23/25,396,392,50,"19,800",Net 45,19,B
PO2705,PROD003,SUPP004,5/4/25,5/22/25,5/23/25,34,31,166,"5,644",Net 45,18,A
PO2706,PROD004,SUPP002,5/16/25,5/29/25,5/31/25,429,427,86,"36,894",Net 45,13,C
PO2707,PROD001,SUPP001,5/5/25,5/22/25,5/25/25,295,293,141,"41,595",Net 45,17,A
PO2708,PROD005,SUPP001,5/29/25,6/11/25,6/13/25,185,184,63,"11,655",Net 30,13,C
PO2709,PROD002,SUPP004,5/8/25,5/28/25,5/26/25,477,472,67,"31,959",Net 60,20,A
PO2710,PROD001,SUPP002,5/29/25,6/8/25,6/10/25,279,275,117,"32,643",Net 60,10,B
PO2711,PROD002,SUPP001,4/25/25,5/8/25,5/10/25,33,32,162,"5,346",Net 45,13,C
PO2712,PROD005,SUPP004,4/29/25,5/15/25,5/15/25,394,393,173,"68,162",Net 60,16,B
PO2713,PROD004,SUPP001,4/2/25,4/12/25,4/11/25,117,116,133,"15,561",Net 60,10,C
PO2714,PROD002,SUPP004,5/18/25,5/29/25,5/27/25,311,310,179,"55,669",Net 60,11,B
PO2715,PROD005,SUPP001,5/7/25,5/20/25,5/22/25,259,258,192,"49,728",Net 60,13,A
PO2716,PROD002,SUPP003,5/8/25,5/23/25,5/24/25,106,101,100,"10,600",Net 60,15,A
PO2717,PROD001,SUPP004,4/8/25,4/25/25,4/25/25,34,31,137,"4,658",Net 60,17,B
PO2718,PROD003,SUPP002,4/11/25,5/1/25,5/3/25,187,184,44,"8,228",Net 45,20,C
PO2719,PROD004,SUPP001,5/8/25,5/23/25,5/24/25,486,481,164,"79,704",Net 45,15,A
PO2720,PROD002,SUPP001,4/2/25,4/15/25,4/18/25,267,263,139,"37,113",Net 60,13,A
PO2721,PROD001,SUPP001,5/29/25,6/17/25,6/18/25,311,311,132,"41,052",Net 60,19,B
PO2722,PROD002,SUPP003,4/9/25,4/23/25,4/26/25,172,167,93,"15,996",Net 60,14,C
PO2723,PROD003,SUPP001,4/24/25,5/14/25,5/15/25,187,183,43,"8,041",Net 30,20,C
PO2724,PROD001,SUPP002,5/14/25,5/28/25,5/30/25,459,458,151,"69,309",Net 30,14,B
PO2725,PROD004,SUPP002,5/30/25,6/10/25,6/10/25,56,56,183,"10,248",Net 60,11,A
PO2726,PROD005,SUPP001,4/20/25,5/8/25,5/11/25,33,32,56,"1,848",Net 60,18,A
PO2727,PROD001,SUPP004,4/29/25,5/14/25,5/14/25,441,440,111,"48,951",Net 30,15,A
PO2728,PROD002,SUPP003,4/5/25,4/19/25,4/18/25,73,71,84,"6,132",Net 45,14,C
PO2729,PROD001,SUPP003,5/24/25,6/8/25,6/6/25,236,236,79,"18,644",Net 30,15,A
PO2730,PROD001,SUPP001,5/22/25,6/6/25,6/6/25,192,190,48,"9,216",Net 45,15,B
PO2731,PROD005,SUPP003,5/27/25,6/13/25,6/13/25,84,80,48,"4,032",Net 60,17,B
PO2732,PROD003,SUPP004,5/23/25,6/7/25,6/6/25,113,108,130,"14,690",Net 60,15,C
PO2733,PROD005,SUPP004,5/3/25,5/20/25,5/19/25,39,34,88,"3,432",Net 60,17,B
PO2734,PROD002,SUPP002,5/6/25,5/24/25,5/23/25,220,216,62,"13,640",Net 45,18,A
PO2735,PROD002,SUPP001,4/15/25,4/30/25,4/28/25,297,296,53,"15,741",Net 60,15,B
PO2736,PROD001,SUPP002,4/27/25,5/7/25,5/10/25,341,337,118,"40,238",Net 30,10,C
PO2737,PROD004,SUPP004,5/25/25,6/11/25,6/9/25,204,200,155,"31,620",Net 30,17,A
PO2738,PROD004,SUPP003,4/27/25,5/7/25,5/8/25,284,280,100,"28,400",Net 60,10,B
PO2739,PROD003,SUPP001,4/9/25,4/23/25,4/25/25,78,78,174,"13,572",Net 45,14,A
PO2740,PROD004,SUPP004,4/13/25,4/25/25,4/24/25,260,257,80,"20,800",Net 45,12,B
PO2741,PROD002,SUPP002,5/19/25,6/8/25,6/8/25,270,269,130,"35,100",Net 45,20,C
PO2742,PROD005,SUPP003,4/14/25,5/3/25,5/2/25,197,196,133,"26,201",Net 30,19,C
PO2743,PROD003,SUPP001,4/19/25,5/2/25,5/1/25,115,111,170,"19,550",Net 30,13,C
PO2744,PROD005,SUPP001,5/11/25,5/22/25,5/24/25,184,179,50,"9,200",Net 60,11,A
PO2745,PROD001,SUPP004,5/27/25,6/6/25,6/5/25,104,103,48,"4,992",Net 30,10,A
PO2746,PROD003,SUPP004,4/11/25,4/29/25,5/1/25,294,291,198,"58,212",Net 45,18,A
PO2747,PROD005,SUPP002,5/3/25,5/23/25,5/21/25,465,465,102,"47,430",Net 45,20,B
PO2748,PROD002,SUPP001,4/30/25,5/19/25,5/17/25,172,168,74,"12,728",Net 45,19,C
PO2749,PROD005,SUPP004,4/27/25,5/8/25,5/6/25,63,59,115,"7,245",Net 60,11,A
PO2750,PROD005,SUPP003,4/28/25,5/9/25,5/11/25,23,21,123,"2,829",Net 45,11,A
PO2751,PROD005,SUPP003,5/30/25,6/11/25,6/10/25,103,98,72,"7,416",Net 45,12,A
PO2752,PROD001,SUPP004,5/30/25,6/18/25,6/16/25,381,381,174,"66,294",Net 60,19,C
PO2753,PROD005,SUPP003,5/2/25,5/20/25,5/23/25,479,479,199,"95,321",Net 30,18,C
PO2754,PROD003,SUPP002,4/23/25,5/8/25,5/10/25,269,265,197,"52,993",Net 60,15,B
PO2755,PROD002,SUPP004,5/29/25,6/15/25,6/15/25,223,219,186,"41,478",Net 30,17,C
PO2756,PROD002,SUPP001,4/4/25,4/21/25,4/20/25,422,420,55,"23,210",Net 30,17,A
PO2757,PROD001,SUPP003,5/8/25,5/27/25,5/28/25,341,339,95,"32,395",Net 45,19,C
PO2758,PROD005,SUPP003,5/17/25,5/28/25,5/30/25,471,468,146,"68,766",Net 60,11,C
PO2759,PROD005,SUPP004,4/30/25,5/17/25,5/16/25,439,436,107,"46,973",Net 30,17,B
PO2760,PROD003,SUPP001,5/1/25,5/17/25,5/20/25,309,309,175,"54,075",Net 45,16,B
PO2761,PROD005,SUPP004,4/14/25,4/30/25,4/30/25,272,271,96,"26,112",Net 30,16,A
PO2762,PROD003,SUPP004,5/26/25,6/8/25,6/11/25,55,55,78,"4,290",Net 45,13,B
PO2763,PROD004,SUPP001,5/1/25,5/14/25,5/15/25,133,132,127,"16,891",Net 60,13,B
PO2764,PROD002,SUPP002,5/26/25,6/10/25,6/8/25,66,64,123,"8,118",Net 60,15,B
PO2765,PROD004,SUPP001,4/16/25,5/4/25,5/5/25,188,184,192,"36,096",Net 30,18,A
PO2766,PROD001,SUPP001,4/16/25,4/27/25,4/26/25,72,68,83,"5,976",Net 30,11,C
PO2767,PROD005,SUPP002,5/30/25,6/9/25,6/7/25,405,401,176,"71,280",Net 30,10,B
PO2768,PROD005,SUPP004,4/10/25,4/20/25,4/20/25,381,378,101,"38,481",Net 45,10,A
PO2769,PROD004,SUPP001,4/24/25,5/5/25,5/6/25,410,409,41,"16,810",Net 45,11,C
PO2770,PROD004,SUPP001,5/7/25,5/27/25,5/26/25,253,251,91,"23,023",Net 60,20,B
PO2771,PROD002,SUPP003,4/26/25,5/6/25,5/7/25,336,331,199,"66,864",Net 60,10,C
PO2772,PROD002,SUPP002,4/12/25,4/23/25,4/25/25,463,460,54,"25,002",Net 30,11,B
PO2773,PROD003,SUPP002,5/15/25,6/2/25,5/31/25,289,285,166,"47,974",Net 30,18,B
PO2774,PROD004,SUPP002,5/24/25,6/12/25,6/14/25,199,195,176,"35,024",Net 60,19,C
PO2775,PROD001,SUPP002,4/10/25,4/27/25,4/25/25,319,318,179,"57,101",Net 45,17,B
PO2776,PROD001,SUPP002,5/17/25,6/2/25,6/3/25,229,229,60,"13,740",Net 45,16,C
PO2777,PROD004,SUPP004,4/11/25,4/22/25,4/24/25,61,60,134,"8,174",Net 30,11,B
PO2778,PROD002,SUPP004,5/27/25,6/12/25,6/12/25,351,351,41,"14,391",Net 30,16,B
PO2779,PROD001,SUPP002,5/19/25,5/29/25,5/30/25,264,260,56,"14,784",Net 45,10,C
PO2780,PROD005,SUPP003,4/14/25,4/28/25,4/26/25,392,390,185,"72,520",Net 60,14,A
PO2781,PROD005,SUPP001,4/17/25,5/7/25,5/10/25,188,184,174,"32,712",Net 45,20,B
PO2782,PROD002,SUPP002,4/17/25,5/1/25,5/1/25,202,200,60,"12,120",Net 45,14,A
PO2783,PROD001,SUPP002,5/1/25,5/11/25,5/13/25,319,317,64,"20,416",Net 60,10,B
PO2784,PROD002,SUPP003,5/17/25,6/6/25,6/7/25,338,336,56,"18,928",Net 30,20,C
PO2785,PROD001,SUPP003,4/12/25,4/30/25,5/1/25,269,264,122,"32,818",Net 60,18,B
PO2786,PROD005,SUPP003,4/29/25,5/9/25,5/7/25,280,280,64,"17,920",Net 60,10,A
PO2787,PROD001,SUPP002,5/25/25,6/8/25,6/10/25,428,426,183,"78,324",Net 45,14,A
PO2788,PROD004,SUPP004,5/16/25,5/30/25,5/28/25,135,134,43,"5,805",Net 45,14,B
PO2789,PROD004,SUPP002,5/25/25,6/11/25,6/14/25,345,345,76,"26,220",Net 45,17,B
PO2790,PROD001,SUPP001,5/21/25,6/8/25,6/6/25,152,149,163,"24,776",Net 30,18,A
PO2791,PROD004,SUPP003,5/4/25,5/22/25,5/24/25,219,216,89,"19,491",Net 60,18,B
PO2792,PROD002,SUPP002,4/20/25,5/9/25,5/7/25,376,371,64,"24,064",Net 30,19,B
PO2793,PROD005,SUPP003,5/6/25,5/17/25,5/19/25,421,421,48,"20,208",Net 45,11,B
PO2794,PROD001,SUPP004,5/25/25,6/7/25,6/5/25,377,374,169,"63,713",Net 45,13,A
PO2795,PROD005,SUPP003,5/22/25,6/9/25,6/8/25,95,93,138,"13,110",Net 60,18,C
PO2796,PROD002,SUPP004,5/26/25,6/9/25,6/7/25,58,53,165,"9,570",Net 45,14,B
PO2797,PROD002,SUPP002,5/14/25,6/2/25,6/1/25,111,108,162,"17,982",Net 30,19,B
PO2798,PROD004,SUPP002,5/8/25,5/26/25,5/29/25,205,202,42,"8,610",Net 45,18,A
PO2799,PROD003,SUPP003,5/13/25,5/31/25,6/2/25,490,487,102,"49,980",Net 30,18,B
PO2800,PROD003,SUPP001,4/22/25,5/6/25,5/8/25,148,147,110,"16,280",Net 60,14,C
PO2801,PROD003,SUPP002,4/30/25,5/16/25,5/18/25,74,73,129,"9,546",Net 45,16,B
PO2802,PROD003,SUPP004,5/18/25,6/7/25,6/9/25,400,395,87,"34,800",Net 45,20,C
PO2803,PROD002,SUPP002,4/12/25,4/22/25,4/24/25,361,359,55,"19,855",Net 45,10,C
PO2804,PROD001,SUPP004,5/18/25,5/28/25,5/30/25,426,425,94,"40,044",Net 45,10,B
PO2805,PROD002,SUPP002,5/18/25,5/28/25,5/28/25,468,465,69,"32,292",Net 60,10,B
PO2806,PROD003,SUPP002,5/7/25,5/18/25,5/17/25,313,310,132,"41,316",Net 60,11,C
PO2807,PROD003,SUPP004,4/20/25,5/1/25,5/1/25,58,58,157,"9,106",Net 45,11,B
PO2808,PROD005,SUPP001,5/14/25,6/2/25,6/4/25,349,344,91,"31,759",Net 45,19,A
PO2809,PROD002,SUPP002,4/23/25,5/9/25,5/11/25,484,481,167,"80,828",Net 30,16,C
PO2810,PROD001,SUPP002,4/28/25,5/16/25,5/15/25,471,469,155,"73,005",Net 45,18,C
PO2811,PROD005,SUPP003,4/7/25,4/23/25,4/24/25,109,108,48,"5,232",Net 60,16,B
PO2812,PROD005,SUPP004,5/14/25,6/2/25,5/31/25,265,263,58,"15,370",Net 60,19,C
PO2813,PROD005,SUPP003,5/1/25,5/14/25,5/16/25,211,210,128,"27,008",Net 60,13,C
PO2814,PROD002,SUPP002,5/10/25,5/30/25,6/1/25,67,63,187,"12,529",Net 60,20,B
PO2815,PROD002,SUPP001,5/15/25,6/1/25,6/2/25,60,60,98,"5,880",Net 30,17,A
PO2816,PROD001,SUPP003,4/24/25,5/9/25,5/7/25,82,80,77,"6,314",Net 45,15,B
PO2817,PROD005,SUPP003,4/6/25,4/24/25,4/26/25,252,252,190,"47,880",Net 45,18,B
PO2818,PROD005,SUPP003,4/20/25,5/7/25,5/8/25,127,123,73,"9,271",Net 60,17,B
PO2819,PROD005,SUPP002,4/25/25,5/12/25,5/12/25,159,156,110,"17,490",Net 45,17,B
PO2820,PROD002,SUPP001,4/20/25,4/30/25,5/2/25,347,345,93,"32,271",Net 60,10,C
PO2821,PROD005,SUPP003,5/1/25,5/21/25,5/24/25,464,460,176,"81,664",Net 45,20,A
PO2822,PROD003,SUPP002,5/2/25,5/22/25,5/23/25,125,122,108,"13,500",Net 60,20,C
PO2823,PROD002,SUPP003,4/4/25,4/18/25,4/18/25,240,237,120,"28,800",Net 60,14,A
PO2824,PROD001,SUPP002,5/23/25,6/2/25,6/1/25,136,135,142,"19,312",Net 45,10,B
PO2825,PROD001,SUPP002,5/15/25,5/27/25,5/29/25,165,163,137,"22,605",Net 60,12,C
PO2826,PROD001,SUPP004,5/15/25,6/3/25,6/2/25,332,330,47,"15,604",Net 60,19,B
PO2827,PROD002,SUPP001,5/4/25,5/19/25,5/17/25,144,143,151,"21,744",Net 30,15,B
PO2828,PROD001,SUPP004,5/16/25,6/1/25,6/1/25,408,404,102,"41,616",Net 30,16,B
PO2829,PROD002,SUPP004,5/9/25,5/28/25,5/26/25,404,402,105,"42,420",Net 60,19,A
PO2830,PROD002,SUPP001,5/25/25,6/12/25,6/12/25,91,89,180,"16,380",Net 45,18,A
PO2831,PROD003,SUPP004,5/30/25,6/15/25,6/17/25,331,328,67,"22,177",Net 30,16,B
PO2832,PROD005,SUPP003,5/1/25,5/13/25,5/16/25,106,102,182,"19,292",Net 30,12,A
PO2833,PROD002,SUPP002,5/17/25,5/29/25,5/27/25,360,360,100,"36,000",Net 60,12,A
PO2834,PROD003,SUPP002,5/2/25,5/14/25,5/15/25,441,437,134,"59,094",Net 30,12,C
PO2835,PROD005,SUPP004,5/13/25,6/2/25,6/4/25,378,376,173,"65,394",Net 60,20,A
PO2836,PROD001,SUPP003,4/2/25,4/14/25,4/14/25,427,424,85,"36,295",Net 30,12,C
PO2837,PROD001,SUPP002,4/7/25,4/22/25,4/22/25,317,313,180,"57,060",Net 45,15,C
PO2838,PROD004,SUPP001,5/17/25,5/27/25,5/29/25,212,211,54,"11,448",Net 45,10,A
PO2839,PROD001,SUPP003,4/9/25,4/26/25,4/28/25,39,35,48,"1,872",Net 30,17,C
PO2840,PROD001,SUPP004,4/24/25,5/8/25,5/7/25,50,48,164,"8,200",Net 30,14,B
PO2841,PROD003,SUPP004,4/20/25,5/8/25,5/8/25,83,80,62,"5,146",Net 30,18,B
PO2842,PROD003,SUPP001,5/9/25,5/27/25,5/27/25,248,245,155,"38,440",Net 30,18,A
PO2843,PROD001,SUPP003,4/16/25,5/5/25,5/7/25,150,148,75,"11,250",Net 45,19,A
PO2844,PROD002,SUPP001,4/15/25,5/2/25,5/5/25,346,344,79,"27,334",Net 45,17,A
PO2845,PROD005,SUPP001,5/4/25,5/22/25,5/24/25,275,271,85,"23,375",Net 60,18,C
PO2846,PROD002,SUPP002,5/27/25,6/12/25,6/10/25,392,388,145,"56,840",Net 30,16,A
PO2847,PROD004,SUPP001,4/15/25,5/1/25,4/29/25,188,185,141,"26,508",Net 30,16,C
PO2848,PROD004,SUPP004,4/25/25,5/12/25,5/15/25,189,185,111,"20,979",Net 45,17,C
PO2849,PROD003,SUPP004,5/29/25,6/15/25,6/14/25,388,383,61,"23,668",Net 45,17,B
PO2850,PROD004,SUPP002,4/11/25,4/30/25,4/29/25,323,320,199,"64,277",Net 45,19,B
PO2851,PROD005,SUPP003,5/6/25,5/26/25,5/27/25,476,475,159,"75,684",Net 60,20,A
PO2852,PROD005,SUPP003,4/25/25,5/10/25,5/13/25,330,326,80,"26,400",Net 30,15,C
PO2853,PROD002,SUPP003,5/25/25,6/8/25,6/11/25,234,230,114,"26,676",Net 45,14,C
PO2854,PROD003,SUPP003,4/8/25,4/28/25,4/28/25,465,461,184,"85,560",Net 45,20,A
PO2855,PROD004,SUPP001,4/8/25,4/28/25,4/27/25,497,492,196,"97,412",Net 60,20,B
PO2856,PROD003,SUPP004,5/30/25,6/15/25,6/15/25,40,38,135,"5,400",Net 60,16,C
PO2857,PROD003,SUPP003,5/10/25,5/26/25,5/26/25,364,361,120,"43,680",Net 30,16,B
PO2858,PROD001,SUPP003,5/13/25,5/26/25,5/25/25,42,41,150,"6,300",Net 60,13,C
PO2859,PROD003,SUPP002,5/22/25,6/9/25,6/7/25,400,400,200,"80,000",Net 30,18,C
PO2860,PROD005,SUPP003,5/28/25,6/15/25,6/13/25,321,316,185,"59,385",Net 30,18,A
PO2861,PROD001,SUPP001,4/23/25,5/12/25,5/15/25,426,425,86,"36,636",Net 30,19,A
PO2862,PROD001,SUPP004,4/2/25,4/13/25,4/12/25,64,60,105,"6,720",Net 45,11,C
PO2863,PROD004,SUPP004,4/25/25,5/9/25,5/10/25,484,483,65,"31,460",Net 45,14,C
PO2864,PROD003,SUPP002,5/11/25,5/27/25,5/30/25,459,454,149,"68,391",Net 45,16,C
PO2865,PROD001,SUPP001,5/28/25,6/8/25,6/6/25,477,475,112,"53,424",Net 45,11,C
PO2866,PROD004,SUPP002,4/15/25,5/1/25,5/2/25,490,488,56,"27,440",Net 60,16,A
PO2867,PROD004,SUPP003,5/5/25,5/19/25,5/21/25,56,51,146,"8,176",Net 30,14,A
PO2868,PROD004,SUPP002,4/28/25,5/14/25,5/15/25,146,142,142,"20,732",Net 30,16,B
PO2869,PROD002,SUPP004,5/30/25,6/17/25,6/18/25,406,403,139,"56,434",Net 60,18,B
PO2870,PROD001,SUPP004,5/30/25,6/17/25,6/20/25,378,376,144,"54,432",Net 60,18,A
PO2871,PROD003,SUPP004,4/2/25,4/17/25,4/17/25,338,335,150,"50,700",Net 45,15,C
PO2872,PROD003,SUPP003,5/11/25,5/22/25,5/24/25,218,213,51,"11,118",Net 45,11,B
PO2873,PROD001,SUPP002,4/11/25,4/21/25,4/19/25,141,138,155,"21,855",Net 45,10,B
PO2874,PROD005,SUPP004,4/28/25,5/13/25,5/12/25,134,132,127,"17,018",Net 30,15,A
PO2875,PROD005,SUPP001,4/13/25,4/29/25,4/29/25,468,465,142,"66,456",Net 30,16,A
PO2876,PROD001,SUPP004,4/23/25,5/9/25,5/7/25,155,154,137,"21,235",Net 30,16,B
PO2877,PROD002,SUPP001,4/20/25,5/10/25,5/12/25,38,35,183,"6,954",Net 60,20,A
PO2878,PROD001,SUPP004,4/4/25,4/15/25,4/14/25,339,334,137,"46,443",Net 30,11,B
PO2879,PROD001,SUPP004,4/1/25,4/13/25,4/13/25,161,156,71,"11,431",Net 45,12,A
PO2880,PROD003,SUPP004,4/17/25,5/7/25,5/9/25,57,52,130,"7,410",Net 30,20,C
PO2881,PROD001,SUPP003,5/29/25,6/9/25,6/11/25,480,478,56,"26,880",Net 30,11,B
PO2882,PROD005,SUPP003,5/31/25,6/13/25,6/11/25,445,443,144,"64,080",Net 45,13,C
PO2883,PROD003,SUPP003,4/14/25,4/28/25,4/28/25,181,179,182,"32,942",Net 30,14,C
PO2884,PROD005,SUPP002,4/3/25,4/21/25,4/21/25,182,178,69,"12,558",Net 30,18,C
PO2885,PROD003,SUPP002,5/27/25,6/7/25,6/8/25,20,20,73,"1,460",Net 45,11,B
PO2886,PROD005,SUPP004,4/8/25,4/18/25,4/20/25,483,478,176,"85,008",Net 60,10,B
PO2887,PROD001,SUPP004,5/30/25,6/17/25,6/20/25,215,211,160,"34,400",Net 45,18,C
PO2888,PROD002,SUPP001,5/2/25,5/19/25,5/22/25,138,135,49,"6,762",Net 30,17,C
PO2889,PROD001,SUPP003,4/11/25,4/27/25,4/25/25,114,109,45,"5,130",Net 60,16,B
PO2890,PROD004,SUPP001,4/25/25,5/5/25,5/3/25,403,400,149,"60,047",Net 30,10,A
