Claim ID,Reserve Date,Initial Reserve Amount,Current Reserve Amount,Reserve Type
CLM2447,6/24/24,10967,7233,Indemnity Reserve
CLM2448,10/18/23,39563,7541,Indemnity Reserve
CLM2449,5/12/24,32686,16433,Indemnity Reserve
CLM2450,12/6/23,30694,5084,Indemnity Reserve
CLM2451,5/11/24,23272,19550,Indemnity Reserve
CLM2452,5/9/24,32826,16108,Indemnity Reserve
CLM2453,7/31/23,7331,3487,Indemnity Reserve
CLM2454,4/3/23,43910,12557,Indemnity Reserve
CLM2455,3/31/23,14096,13657,Indemnity Reserve
CLM2456,2/24/24,9823,3513,Indemnity Reserve
CLM2457,5/25/23,31535,4997,Indemnity Reserve
CLM2458,8/22/23,11433,2761,Indemnity Reserve
CLM2459,5/28/24,17197,3723,Indemnity Reserve
CLM2460,4/1/23,46052,38648,Indemnity Reserve
CLM2461,8/25/23,11156,7413,Indemnity Reserve
CLM2462,6/26/23,7681,3936,Indemnity Reserve
CLM2463,6/17/23,31713,10378,Indemnity Reserve
CLM2464,4/24/24,10145,2161,Indemnity Reserve
CLM2465,4/28/23,35340,27883,Indemnity Reserve
CLM2466,4/25/24,12740,5289,Indemnity Reserve
CLM2467,5/24/23,14353,6126,Indemnity Reserve
CLM2468,4/13/23,35465,17640,Indemnity Reserve
CLM2469,6/16/24,23373,18826,Indemnity Reserve
CLM2470,3/25/23,3832,1345,Indemnity Reserve
CLM2471,5/31/24,23742,15015,Indemnity Reserve
CLM2472,4/22/23,19633,17322,Indemnity Reserve
CLM2473,3/10/23,30322,29271,Indemnity Reserve
CLM2474,12/12/23,9332,3665,Indemnity Reserve
CLM2475,1/17/23,36977,31036,Indemnity Reserve
CLM2476,11/27/23,24980,240,Indemnity Reserve
CLM2477,10/30/23,30317,9045,Indemnity Reserve
CLM2478,4/5/24,5442,1617,Indemnity Reserve
CLM2479,4/4/23,27298,3936,Indemnity Reserve
CLM2480,3/23/24,41786,41251,Indemnity Reserve
CLM2481,9/6/23,44444,32461,Indemnity Reserve
CLM2482,1/19/23,40230,5414,Indemnity Reserve
CLM2483,5/27/24,43727,5515,Indemnity Reserve
CLM2484,10/20/23,16211,621,Indemnity Reserve
CLM2485,7/21/23,1199,195,Indemnity Reserve
CLM2486,3/11/23,46671,3677,Indemnity Reserve
CLM2487,7/13/23,33447,27765,Indemnity Reserve
CLM2488,12/29/23,42875,11647,Indemnity Reserve
CLM2489,4/27/24,48715,20822,Indemnity Reserve
CLM2490,5/31/23,2320,993,Indemnity Reserve
CLM2491,6/6/23,2110,42,Indemnity Reserve
CLM2492,2/7/24,48720,31042,Indemnity Reserve
CLM2493,11/20/23,21090,16460,Indemnity Reserve
CLM2494,7/19/23,45830,41817,Indemnity Reserve
CLM2495,1/23/23,13728,6490,Indemnity Reserve
CLM2496,1/3/24,31156,4928,Indemnity Reserve
CLM2497,5/24/24,48703,29206,Indemnity Reserve
CLM2498,3/4/24,41673,8207,Indemnity Reserve
CLM2499,6/28/23,3409,3179,Indemnity Reserve
CLM2500,4/23/24,29301,16369,Indemnity Reserve
CLM2501,6/29/23,21622,9451,Indemnity Reserve
CLM2502,9/23/23,29490,3156,Indemnity Reserve
CLM2503,12/6/23,44611,382,Indemnity Reserve
CLM2504,2/8/23,46891,41650,Indemnity Reserve
CLM2505,1/8/23,33818,3075,Indemnity Reserve
CLM2506,9/13/23,45736,9859,Indemnity Reserve
CLM2507,3/14/23,18969,8236,Indemnity Reserve
CLM2508,8/3/23,26669,11106,Indemnity Reserve
CLM2509,8/14/23,11209,6461,Indemnity Reserve
CLM2510,6/8/24,33347,21884,Indemnity Reserve
CLM2511,8/29/23,31139,25112,Indemnity Reserve
CLM2512,11/2/23,24868,118,Indemnity Reserve
CLM2513,8/13/23,8871,1220,Indemnity Reserve
CLM2514,8/18/23,44034,21937,Indemnity Reserve
CLM2515,3/9/24,33175,9977,Indemnity Reserve
CLM2516,3/9/23,37978,21442,Indemnity Reserve
CLM2517,2/22/24,20679,10232,Indemnity Reserve
CLM2518,3/27/23,43403,39093,Indemnity Reserve
CLM2519,1/24/23,21164,13090,Indemnity Reserve
CLM2520,6/1/23,4672,2548,Indemnity Reserve
CLM2521,1/31/23,28563,3284,Indemnity Reserve
CLM2522,5/18/23,29296,4435,Indemnity Reserve
CLM2523,1/18/24,31494,26762,Indemnity Reserve
CLM2524,1/15/24,40476,11344,Indemnity Reserve
CLM2525,4/29/24,43275,14239,Indemnity Reserve
CLM2526,11/29/23,16703,4755,Indemnity Reserve
CLM2527,4/5/23,36607,28463,Indemnity Reserve
CLM2528,6/21/23,15244,7075,Indemnity Reserve
CLM2529,2/26/23,32055,29863,Indemnity Reserve
CLM2530,4/14/24,41627,2842,Indemnity Reserve
CLM2531,5/25/24,26706,19930,Indemnity Reserve
CLM2532,11/14/23,48513,26009,Indemnity Reserve
CLM2533,5/17/24,5405,2850,Indemnity Reserve
CLM2534,4/2/23,22781,19107,Indemnity Reserve
CLM2535,3/11/23,43341,11510,Indemnity Reserve
CLM2536,12/10/23,4744,1862,Indemnity Reserve
CLM2537,4/9/23,37613,3212,Indemnity Reserve
CLM2538,11/24/23,18425,17121,Indemnity Reserve
CLM2539,1/27/23,43349,798,Indemnity Reserve
CLM2540,6/23/23,17471,13012,Indemnity Reserve
CLM2541,7/29/23,23330,4775,Indemnity Reserve
CLM2542,3/24/24,12739,2294,Indemnity Reserve
CLM2543,8/10/23,6038,5894,Indemnity Reserve
CLM2544,5/3/23,9062,2492,Indemnity Reserve
CLM2545,6/3/24,30685,605,Indemnity Reserve
CLM2546,9/13/23,7998,5530,Indemnity Reserve
CLM2547,8/18/23,49663,3450,Indemnity Reserve
CLM2548,10/11/23,18496,6960,Indemnity Reserve
CLM2549,7/15/23,23842,6665,Indemnity Reserve
CLM2550,2/27/24,20067,2174,Indemnity Reserve
CLM2551,3/26/24,45252,19847,Indemnity Reserve
CLM2552,4/30/24,24790,7641,Indemnity Reserve
CLM2553,2/1/24,36511,35052,Indemnity Reserve
CLM2554,5/8/23,2128,268,Indemnity Reserve
CLM2555,1/23/24,48379,18376,Indemnity Reserve
CLM2556,4/9/23,15833,8940,Indemnity Reserve
CLM2557,3/12/24,35921,27933,Indemnity Reserve
CLM2558,3/26/24,3851,3827,Indemnity Reserve
CLM2559,5/29/24,16197,3464,Indemnity Reserve
CLM2560,1/15/24,24484,10935,Indemnity Reserve
CLM2561,7/1/23,24735,12912,Indemnity Reserve
CLM2562,5/4/24,40997,13982,Indemnity Reserve
CLM2563,2/16/24,23925,7069,Indemnity Reserve
CLM2564,3/19/23,37208,17316,Indemnity Reserve
CLM2565,1/30/23,34585,14762,Indemnity Reserve
CLM2566,5/2/24,39699,1100,Indemnity Reserve
CLM2567,3/11/24,41631,17433,Indemnity Reserve
CLM2568,8/11/23,47276,22554,Indemnity Reserve
CLM2569,5/20/24,11872,10355,Indemnity Reserve
CLM2570,4/8/24,11785,18,Indemnity Reserve
CLM2571,3/9/24,38677,19337,Indemnity Reserve
CLM2572,11/7/23,9214,3038,Indemnity Reserve
CLM2573,2/16/24,5477,650,Indemnity Reserve
CLM2574,4/15/24,30646,207,Indemnity Reserve
CLM2575,11/19/23,4020,3379,Indemnity Reserve
CLM2576,9/20/23,35312,21858,Indemnity Reserve
CLM2577,5/26/23,25310,16045,Indemnity Reserve
CLM2578,11/28/23,19378,3045,Indemnity Reserve
CLM2579,2/15/24,31609,11194,Indemnity Reserve
CLM2580,4/25/24,3619,2624,Indemnity Reserve
CLM2581,10/11/23,21961,12976,Indemnity Reserve
CLM2582,1/8/24,19514,5456,Indemnity Reserve
CLM2583,5/23/23,3282,93,Indemnity Reserve
CLM2584,4/26/23,24681,23717,Indemnity Reserve
CLM2585,8/21/23,31402,8547,Indemnity Reserve
CLM2586,8/6/23,2485,513,Indemnity Reserve
CLM2587,10/2/23,6465,2102,Indemnity Reserve
CLM2588,2/13/23,45305,2454,Indemnity Reserve
CLM2589,3/29/23,37447,14764,Indemnity Reserve
CLM2590,2/15/24,28527,8200,Indemnity Reserve
CLM2591,5/24/24,22744,6713,Indemnity Reserve
CLM2592,1/27/23,27608,7371,Indemnity Reserve
CLM2593,2/16/23,20966,4953,Indemnity Reserve
CLM2594,3/30/24,35040,21427,Indemnity Reserve
CLM2595,8/11/23,41461,24676,Indemnity Reserve
CLM2596,2/12/24,23973,6745,Indemnity Reserve
CLM2597,5/19/24,4272,1889,Indemnity Reserve
CLM2598,1/24/23,8387,6023,Indemnity Reserve
CLM2599,4/6/23,21355,8911,Indemnity Reserve
CLM2600,6/28/23,42679,2414,Indemnity Reserve
CLM2601,9/24/23,8096,3131,Indemnity Reserve
CLM2602,5/29/23,49378,17187,Indemnity Reserve
CLM2603,6/8/23,32328,11024,Indemnity Reserve
CLM2604,6/30/23,36673,30014,Indemnity Reserve
CLM2605,7/5/23,43407,9112,Indemnity Reserve
CLM2606,1/15/23,33415,6295,Indemnity Reserve
CLM2607,6/12/23,6600,3702,Indemnity Reserve
CLM2608,7/16/23,5427,4808,Indemnity Reserve
CLM2609,3/26/23,34677,2396,Indemnity Reserve
CLM2610,2/26/24,29840,12296,Indemnity Reserve
CLM2611,6/12/24,18712,9625,Indemnity Reserve
CLM2612,1/2/23,38570,21396,Indemnity Reserve
CLM2613,4/9/24,13709,9124,Indemnity Reserve
CLM2614,1/31/23,13579,2635,Indemnity Reserve
CLM2615,2/12/24,10304,3928,Indemnity Reserve
CLM2616,2/9/23,20930,10495,Indemnity Reserve
CLM2617,6/30/24,31334,30097,Indemnity Reserve
CLM2618,1/21/24,1342,820,Indemnity Reserve
CLM2619,1/30/23,41085,38159,Indemnity Reserve
CLM2620,4/20/23,20088,7601,Indemnity Reserve
CLM2621,8/17/23,5281,1802,Indemnity Reserve
CLM2622,2/21/24,38461,28124,Indemnity Reserve
CLM2623,1/29/23,45447,19176,Indemnity Reserve
CLM2624,12/23/23,44831,10555,Indemnity Reserve
CLM2625,4/13/24,23589,14071,Indemnity Reserve
CLM2626,8/28/23,44640,35220,Indemnity Reserve
CLM2627,6/27/24,4897,447,Indemnity Reserve
CLM2628,9/1/23,43886,26489,Indemnity Reserve
CLM2629,1/26/24,28405,17604,Indemnity Reserve
CLM2630,11/13/23,31095,3614,Indemnity Reserve
CLM2631,3/13/24,21851,12178,Indemnity Reserve
CLM2632,1/27/23,30971,20665,Indemnity Reserve
CLM2633,3/30/24,46035,17552,Indemnity Reserve
CLM2634,3/21/24,22157,9562,Indemnity Reserve
CLM2635,7/16/23,40169,37214,Indemnity Reserve
CLM2636,12/15/23,23360,12067,Indemnity Reserve
CLM2637,1/23/24,49219,47305,Indemnity Reserve
CLM2638,3/15/23,29446,18278,Indemnity Reserve
CLM2639,8/3/23,21076,1155,Indemnity Reserve
CLM2640,9/25/23,8123,4465,Indemnity Reserve
CLM2641,4/23/24,5234,4807,Indemnity Reserve
CLM2642,9/17/23,15803,11200,Indemnity Reserve
CLM2643,1/21/23,3534,1188,Indemnity Reserve
CLM2644,11/23/23,21404,8598,Indemnity Reserve
CLM2645,3/16/24,43097,32817,Indemnity Reserve
CLM2646,12/4/23,47777,3937,Indemnity Reserve
CLM2647,9/6/23,9336,8125,Indemnity Reserve
CLM2648,6/2/24,9272,5670,Indemnity Reserve
CLM2649,1/21/23,15296,8989,Indemnity Reserve
CLM2650,2/27/24,50000,20923,Indemnity Reserve
CLM2651,11/12/23,37383,18883,Indemnity Reserve
CLM2652,12/2/23,10091,7579,Indemnity Reserve
CLM2653,9/27/23,20901,17369,Indemnity Reserve
CLM2654,2/10/23,18785,1750,Indemnity Reserve
CLM2655,4/29/23,22130,19632,Indemnity Reserve
CLM2656,2/21/23,14519,2667,Indemnity Reserve
CLM2657,12/26/23,40281,4794,Indemnity Reserve
CLM2658,11/9/23,1778,1631,Indemnity Reserve
CLM2659,3/19/24,5292,1191,Indemnity Reserve
CLM2660,2/10/23,4477,254,Indemnity Reserve
CLM2661,5/20/23,36234,29702,Indemnity Reserve
CLM2662,10/23/23,35218,27187,Indemnity Reserve
CLM2663,4/28/23,21371,16091,Indemnity Reserve
CLM2664,5/22/24,29088,25013,Indemnity Reserve
CLM2665,3/28/23,25159,19525,Indemnity Reserve
CLM2666,12/26/23,5038,2206,Indemnity Reserve
CLM2667,8/1/23,8663,5373,Indemnity Reserve
CLM2668,7/22/23,22728,2458,Indemnity Reserve
CLM2669,2/3/23,16429,11120,Indemnity Reserve
CLM2670,4/26/24,12069,127,Indemnity Reserve
CLM2671,11/24/23,25777,7131,Indemnity Reserve
CLM2672,5/3/24,44506,33832,Indemnity Reserve
CLM2673,10/25/23,43827,30311,Indemnity Reserve
CLM2674,5/12/23,49545,16810,Indemnity Reserve
CLM2675,6/8/24,36700,13993,Indemnity Reserve
CLM2676,2/22/23,4164,1885,Indemnity Reserve
CLM2677,5/16/23,24492,22110,Indemnity Reserve
CLM2678,2/24/23,13748,2405,Indemnity Reserve
CLM2679,5/23/23,5841,1175,Indemnity Reserve
CLM2680,12/3/23,24243,20675,Indemnity Reserve
CLM2681,10/9/23,33798,1308,Indemnity Reserve
CLM2682,6/17/24,43319,13218,Indemnity Reserve
CLM2683,2/13/24,48299,9467,Indemnity Reserve
CLM2684,3/19/24,39856,33638,Indemnity Reserve
CLM2685,3/20/24,30456,11541,Indemnity Reserve
CLM2686,1/7/23,20524,7812,Indemnity Reserve
CLM2687,6/30/24,48219,1288,Indemnity Reserve
CLM2688,6/29/24,10208,5847,Indemnity Reserve
CLM2689,3/13/24,28227,5226,Indemnity Reserve
CLM2690,4/13/23,17154,9456,Indemnity Reserve
CLM2691,8/3/23,38075,37006,Indemnity Reserve
CLM2692,7/31/23,49373,25335,Indemnity Reserve
CLM2693,5/24/24,42873,22469,Indemnity Reserve
CLM2694,9/18/23,15884,9021,Indemnity Reserve
CLM2695,3/2/24,32129,584,Indemnity Reserve
CLM2696,4/15/23,27664,7860,Indemnity Reserve
CLM2697,5/6/24,49035,10271,Indemnity Reserve
CLM2698,3/27/23,30253,229,Indemnity Reserve
CLM2699,4/13/24,26979,17941,Indemnity Reserve
CLM2700,12/12/23,5055,1333,Indemnity Reserve
CLM2701,5/25/23,28765,3454,Indemnity Reserve
CLM2702,4/11/24,27855,16543,Indemnity Reserve
CLM2703,1/24/24,24022,21819,Indemnity Reserve
CLM2704,3/24/23,17683,4301,Indemnity Reserve
CLM2705,9/28/23,15127,7286,Indemnity Reserve
CLM2706,10/18/23,8482,4458,Indemnity Reserve
CLM2707,1/3/24,36300,569,Indemnity Reserve
CLM2708,6/13/24,45385,18440,Indemnity Reserve
CLM2709,4/6/24,42057,13141,Indemnity Reserve
CLM2710,5/2/24,45311,31291,Indemnity Reserve
CLM2711,2/26/24,47253,20277,Indemnity Reserve
CLM2712,11/14/23,31758,15104,Indemnity Reserve
CLM2713,2/16/23,46706,41256,Indemnity Reserve
CLM2714,9/13/23,31076,25560,Indemnity Reserve
CLM2715,12/10/23,28846,14895,Indemnity Reserve
CLM2716,3/9/24,31058,19318,Indemnity Reserve
CLM2717,12/11/23,19477,15951,Indemnity Reserve
CLM2718,1/4/24,44420,17030,Indemnity Reserve
CLM2719,3/14/24,45301,22898,Indemnity Reserve
CLM2720,3/6/23,6121,5883,Indemnity Reserve
CLM2721,3/5/23,8452,4574,Indemnity Reserve
CLM2722,12/31/23,27540,15680,Indemnity Reserve
CLM2723,4/19/24,44547,14548,Indemnity Reserve
CLM2724,4/22/23,21299,14369,Indemnity Reserve
CLM2725,2/7/23,43734,5439,Indemnity Reserve
CLM2726,6/18/23,25519,3182,Indemnity Reserve
CLM2727,3/25/24,43030,12374,Indemnity Reserve
CLM2728,7/3/23,38247,22857,Indemnity Reserve
CLM2729,9/30/23,12534,2944,Indemnity Reserve
CLM2730,12/18/23,31933,30800,Indemnity Reserve
CLM2731,2/16/23,43652,43076,Indemnity Reserve
CLM2732,7/14/23,38526,4575,Indemnity Reserve
CLM2733,12/10/23,39618,13975,Indemnity Reserve
CLM2734,3/12/24,33249,16274,Indemnity Reserve
CLM2735,5/20/24,31302,27548,Indemnity Reserve
CLM2736,1/2/24,1355,238,Indemnity Reserve
CLM2737,1/1/24,29256,20735,Indemnity Reserve
CLM2738,4/4/23,29026,3067,Indemnity Reserve
CLM2739,2/16/24,39038,29735,Indemnity Reserve
CLM2740,9/11/23,25239,21330,Indemnity Reserve
CLM2741,4/18/24,26920,6039,Indemnity Reserve
CLM2742,4/15/23,26770,1042,Indemnity Reserve
CLM2743,3/25/23,14517,7013,Indemnity Reserve
CLM2744,2/18/23,46108,26955,Indemnity Reserve
CLM2745,6/22/23,22804,1171,Indemnity Reserve
CLM2746,1/19/23,6335,3037,Indemnity Reserve
CLM2747,2/12/24,33780,30691,Indemnity Reserve
CLM2748,4/21/24,27890,3951,Indemnity Reserve
CLM2749,8/21/23,19802,9881,Indemnity Reserve
CLM2750,1/17/24,19701,12471,Indemnity Reserve
CLM2751,3/18/24,12377,3594,Indemnity Reserve
CLM2752,7/16/23,24654,4069,Indemnity Reserve
CLM2753,1/3/24,21853,18968,Indemnity Reserve
CLM2754,5/16/23,16578,15243,Indemnity Reserve
CLM2755,6/11/23,35242,1352,Indemnity Reserve
CLM2756,12/18/23,21077,14816,Indemnity Reserve
CLM2757,12/25/23,34546,22904,Indemnity Reserve
CLM2758,9/28/23,27740,22313,Indemnity Reserve
CLM2759,6/27/24,47816,36858,Indemnity Reserve
CLM2760,12/23/23,32619,10857,Indemnity Reserve
CLM2761,6/29/23,4847,1466,Indemnity Reserve
CLM2762,6/14/24,44708,21624,Indemnity Reserve
CLM2763,6/8/23,23816,14570,Indemnity Reserve
CLM2764,5/25/23,20802,18980,Indemnity Reserve
CLM2765,3/27/23,34194,19092,Indemnity Reserve
CLM2766,12/3/23,24954,4721,Indemnity Reserve
CLM2767,11/9/23,5510,2592,Indemnity Reserve
CLM2768,5/24/24,2493,567,Indemnity Reserve
CLM2769,9/26/23,4189,1146,Indemnity Reserve
CLM2770,1/24/24,18618,10930,Indemnity Reserve
CLM2771,2/15/23,42340,15197,Indemnity Reserve
CLM2772,7/25/23,47170,37286,Indemnity Reserve
CLM2773,5/4/23,3861,3710,Indemnity Reserve
CLM2774,10/31/23,7763,1211,Indemnity Reserve
CLM2775,5/8/23,26337,4503,Indemnity Reserve
CLM2776,6/14/24,15215,1336,Indemnity Reserve
CLM2777,5/28/24,32143,8756,Indemnity Reserve
CLM2778,5/8/23,35535,34859,Indemnity Reserve
CLM2779,3/1/23,33062,4812,Indemnity Reserve
CLM2780,2/16/23,38359,24520,Indemnity Reserve
CLM2781,2/18/24,21799,3593,Indemnity Reserve
CLM2782,4/22/23,35028,7471,Indemnity Reserve
CLM2783,8/28/23,9271,8653,Indemnity Reserve
CLM2784,5/15/24,36502,20670,Indemnity Reserve
CLM2785,11/17/23,36404,27196,Indemnity Reserve
CLM2786,12/2/23,44406,25081,Indemnity Reserve
CLM2787,11/19/23,26628,7856,Indemnity Reserve
CLM2788,2/18/24,7059,6049,Indemnity Reserve
CLM2789,12/29/23,45966,11333,Indemnity Reserve
CLM2790,8/3/23,43519,21395,Indemnity Reserve
CLM2791,3/17/23,20515,2347,Indemnity Reserve
CLM2792,2/7/24,11567,7259,Indemnity Reserve
CLM2793,3/30/24,48348,16871,Indemnity Reserve
CLM2794,2/15/23,43372,5073,Indemnity Reserve
CLM2795,6/22/24,44907,35083,Indemnity Reserve
CLM2796,2/23/23,15374,7530,Indemnity Reserve
CLM2797,12/13/23,15412,1665,Indemnity Reserve
CLM2798,4/4/24,25511,17178,Indemnity Reserve
CLM2799,1/13/24,29979,6795,Indemnity Reserve
CLM2800,8/23/23,32229,2280,Indemnity Reserve
CLM2801,12/4/23,24559,11982,Indemnity Reserve
CLM2802,4/26/24,2348,1495,Indemnity Reserve
CLM2803,5/21/23,17165,5915,Indemnity Reserve
CLM2804,4/13/23,30054,811,Indemnity Reserve
CLM2805,7/22/23,10682,8521,Indemnity Reserve
CLM2806,12/7/23,4190,2456,Indemnity Reserve
CLM2807,1/14/23,13353,9765,Indemnity Reserve
CLM2808,12/19/23,9831,4667,Indemnity Reserve
CLM2809,6/18/24,3567,2418,Indemnity Reserve
CLM2810,2/21/23,22065,12770,Indemnity Reserve
CLM2811,4/18/23,32156,20901,Indemnity Reserve
CLM2812,10/11/23,47449,9545,Indemnity Reserve
CLM2813,3/23/24,21102,16202,Indemnity Reserve
CLM2814,6/13/23,7845,7230,Indemnity Reserve
CLM2815,6/2/23,27644,6218,Indemnity Reserve
CLM2816,5/14/23,40525,19302,Indemnity Reserve
CLM2817,7/28/23,19395,5356,Indemnity Reserve
CLM2818,4/6/24,46416,8535,Indemnity Reserve
CLM2819,1/4/23,36037,29432,Indemnity Reserve
CLM2820,7/27/23,30600,17379,Indemnity Reserve
CLM2821,2/16/23,17040,12564,Indemnity Reserve
CLM2822,1/5/23,12814,10160,Indemnity Reserve
CLM2823,1/15/24,1623,1349,Indemnity Reserve
CLM2824,8/15/23,29330,27703,Indemnity Reserve
CLM2825,12/2/23,27188,8035,Indemnity Reserve
CLM2826,10/30/23,9788,6488,Indemnity Reserve
CLM2827,5/17/24,3101,2254,Indemnity Reserve
CLM2828,6/13/24,16820,7794,Indemnity Reserve
CLM2829,5/23/24,10551,7080,Indemnity Reserve
CLM2830,6/18/24,1087,438,Indemnity Reserve
CLM2831,5/19/23,23918,19289,Indemnity Reserve
CLM2832,1/7/24,20498,12784,Indemnity Reserve
CLM2833,3/20/23,20911,17958,Indemnity Reserve
CLM2834,12/24/23,43656,24693,Indemnity Reserve
CLM2835,1/20/23,27938,9068,Indemnity Reserve
CLM2836,1/21/23,24765,17681,Indemnity Reserve
CLM2837,6/23/24,30583,24231,Indemnity Reserve
CLM2838,4/29/23,4549,940,Indemnity Reserve
CLM2839,8/21/23,19203,4574,Indemnity Reserve
CLM2840,6/25/24,17135,861,Indemnity Reserve
CLM2841,7/10/23,33406,5140,Indemnity Reserve
CLM2842,5/25/23,1741,751,Indemnity Reserve
CLM2843,7/24/23,29203,6709,Indemnity Reserve
CLM2844,5/17/23,19477,6999,Indemnity Reserve
CLM2845,9/23/23,35403,28475,Indemnity Reserve
CLM2846,12/22/23,16501,13071,Indemnity Reserve
CLM2847,3/1/24,32695,12566,Indemnity Reserve
CLM2848,9/16/23,23491,16398,Indemnity Reserve
CLM2849,1/18/24,28827,20886,Indemnity Reserve
CLM2850,3/2/24,25711,6935,Indemnity Reserve
CLM2851,5/30/24,25359,4847,Indemnity Reserve
CLM2852,6/21/23,44060,39660,Indemnity Reserve
CLM2853,1/13/23,36711,11242,Indemnity Reserve
CLM2854,4/13/24,45541,33355,Indemnity Reserve
CLM2855,8/17/23,48626,1755,Indemnity Reserve
CLM2856,5/10/24,3314,2787,Indemnity Reserve
CLM2857,6/10/24,42594,356,Indemnity Reserve
CLM2858,4/30/24,9994,6800,Indemnity Reserve
CLM2859,6/14/23,29789,12494,Indemnity Reserve
CLM2860,11/15/23,30186,14623,Indemnity Reserve
CLM2861,1/24/23,48469,6098,Indemnity Reserve
CLM2862,8/16/23,16525,1252,Indemnity Reserve
CLM2863,6/23/24,13913,673,Indemnity Reserve
CLM2864,1/14/23,45660,40705,Indemnity Reserve
CLM2865,10/10/23,27928,26539,Indemnity Reserve
CLM2866,1/23/23,22629,6406,Indemnity Reserve
CLM2867,3/22/24,29427,17771,Indemnity Reserve
CLM2868,8/12/23,44368,12597,Indemnity Reserve
CLM2869,8/2/23,34027,26015,Indemnity Reserve
CLM2870,4/1/23,13731,4129,Indemnity Reserve
CLM2871,10/10/23,36122,18707,Indemnity Reserve
CLM2872,8/2/23,21119,6718,Indemnity Reserve
CLM2873,5/1/24,22046,13330,Indemnity Reserve
CLM2874,2/11/23,33033,17515,Indemnity Reserve
CLM2875,8/27/23,15356,15126,Indemnity Reserve
CLM2876,3/3/23,40540,5238,Indemnity Reserve
CLM2877,4/28/24,48897,26204,Indemnity Reserve
CLM2878,4/1/23,1380,1050,Indemnity Reserve
CLM2879,4/28/24,23037,1836,Indemnity Reserve
CLM2880,7/23/23,18091,6848,Indemnity Reserve
CLM2881,7/3/23,48150,11031,Indemnity Reserve
CLM2882,3/29/23,1075,994,Indemnity Reserve
CLM2883,5/13/23,31494,10891,Indemnity Reserve
CLM2884,9/10/23,11956,9209,Indemnity Reserve
CLM2885,5/26/23,28301,13001,Indemnity Reserve
CLM2886,10/1/23,6688,1470,Indemnity Reserve
CLM2887,4/9/23,42498,12901,Indemnity Reserve
CLM2888,4/11/23,31826,22486,Indemnity Reserve
CLM2889,1/5/23,5317,258,Indemnity Reserve
CLM2890,3/2/23,23772,22265,Indemnity Reserve
CLM2891,11/15/23,30198,26201,Indemnity Reserve
CLM2892,9/2/23,43705,16627,Indemnity Reserve
CLM2893,3/6/24,15184,2795,Indemnity Reserve
CLM2894,3/19/23,19633,1508,Indemnity Reserve
CLM2895,10/2/23,16387,9271,Indemnity Reserve
CLM2896,3/13/23,34305,25407,Indemnity Reserve
CLM2897,4/8/24,11129,3292,Indemnity Reserve
CLM2898,8/8/23,46148,26344,Indemnity Reserve
CLM2899,5/24/24,25281,19230,Indemnity Reserve
CLM2900,8/8/23,31647,14615,Indemnity Reserve
CLM2901,2/18/23,23027,8794,Indemnity Reserve
CLM2902,6/6/23,22348,361,Indemnity Reserve
CLM2903,12/29/23,9870,9068,Indemnity Reserve
CLM2904,5/2/23,30657,28585,Indemnity Reserve
CLM2905,1/13/24,47329,16787,Indemnity Reserve
CLM2906,10/20/23,3034,1823,Indemnity Reserve
CLM2907,6/4/24,18932,6319,Indemnity Reserve
CLM2908,7/31/23,3332,2552,Indemnity Reserve
CLM2909,12/27/23,48511,36653,Indemnity Reserve
CLM2910,3/14/24,42267,5809,Indemnity Reserve
CLM2911,8/19/23,40843,24102,Indemnity Reserve
CLM2912,5/16/23,40006,23660,Indemnity Reserve
CLM2913,6/1/24,45979,31078,Indemnity Reserve
CLM2914,4/30/24,45669,2506,Indemnity Reserve
CLM2915,5/4/24,26292,5563,Indemnity Reserve
CLM2916,9/29/23,13927,5480,Indemnity Reserve
CLM2917,10/12/23,42277,34673,Indemnity Reserve
CLM2918,10/3/23,49508,19948,Indemnity Reserve
CLM2919,4/15/23,44249,14170,Indemnity Reserve
CLM2920,5/22/23,23789,5400,Indemnity Reserve
CLM2921,6/28/23,29827,2827,Indemnity Reserve
CLM2922,4/5/23,43755,16435,Indemnity Reserve
CLM2923,1/31/23,24910,3323,Indemnity Reserve
CLM2924,9/23/23,12570,6179,Indemnity Reserve
CLM2925,1/23/23,36861,10194,Indemnity Reserve
CLM2926,1/24/23,39820,22590,Indemnity Reserve
CLM2927,12/10/23,18311,14983,Indemnity Reserve
CLM2928,6/27/24,27839,25922,Indemnity Reserve
CLM2929,1/8/23,30810,22398,Indemnity Reserve
CLM2930,2/10/23,8465,2011,Indemnity Reserve
CLM2931,5/5/24,5818,3826,Indemnity Reserve
CLM2932,12/14/23,32292,6797,Indemnity Reserve
CLM2933,2/26/24,39588,3074,Indemnity Reserve
CLM2934,4/11/23,23042,21336,Indemnity Reserve
CLM2935,2/23/23,14951,14324,Indemnity Reserve
CLM2936,6/22/23,32972,31213,Indemnity Reserve
CLM2937,7/3/23,45326,18399,Indemnity Reserve
CLM2938,11/25/23,44121,37112,Indemnity Reserve
CLM2939,5/25/23,40462,2504,Indemnity Reserve
CLM2940,5/31/23,44071,34608,Indemnity Reserve
CLM2941,4/23/23,45360,32077,Indemnity Reserve
CLM2942,7/31/23,12783,9646,Indemnity Reserve
CLM2943,6/25/23,2608,690,Indemnity Reserve
CLM2944,4/12/24,18471,1489,Indemnity Reserve
CLM2945,11/11/23,42581,14681,Indemnity Reserve
