Insured/Policyholder ID,Demographics,Location,Customer Segment,Years as Customer,Number of Policies Held,Previous Claims History
INS56843,"35, Male, Single","Athens, GA, 30601",High Value,3,2,"1 prior claim, $5000 total paid"
INS56844,"35, Male, Single","Atlanta, GA, 30303",Standard,8,2,"2 prior claims, $15000 total paid"
INS56845,"50, Female, Married","Macon, GA, 31201",Small Business,8,1,"1 prior claim, $5000 total paid"
INS56846,"45, Male, Married","Macon, GA, 31201",Standard,9,1,0 prior claims
INS56847,"28, Female, Single","Athens, GA, 30601",Standard,9,3,"3 prior claims, $20000 total paid"
INS56848,"60, Male, Single","Roswell, GA, 30075",Small Business,2,1,0 prior claims
INS56849,"28, Female, Single","Macon, GA, 31201",Commercial,4,2,"1 prior claim, $2000 total paid"
INS56850,"28, Female, Single","Albany, GA, 31701",Commercial,16,4,0 prior claims
INS56851,"45, Male, Married","Atlanta, GA, 30303",High Value,9,4,"2 prior claims, $15000 total paid"
INS56852,"35, Male, Single","Macon, GA, 31201",Standard,20,1,0 prior claims
INS56853,"60, Male, Single","Athens, GA, 30601",High Value,3,1,"3 prior claims, $20000 total paid"
INS56854,"60, Male, Single","Columbus, GA, 31901",Commercial,7,3,"3 prior claims, $20000 total paid"
INS56855,"60, Male, Single","Atlanta, GA, 30303",Standard,14,4,0 prior claims
INS56856,"30, Female, Married","Savannah, GA, 31401",High Value,8,2,0 prior claims
INS56857,"55, Female, Single","Roswell, GA, 30075",Standard,9,4,"2 prior claims, $15000 total paid"
INS56858,"40, Male, Married","Albany, GA, 31701",Commercial,18,4,0 prior claims
INS56859,"50, Female, Married","Atlanta, GA, 30303",High Value,9,1,"1 prior claim, $5000 total paid"
INS56860,"60, Male, Single","Augusta, GA, 30901",Commercial,19,1,"2 prior claims, $15000 total paid"
INS56861,"30, Female, Married","Columbus, GA, 31901",Commercial,13,4,"1 prior claim, $5000 total paid"
INS56862,"40, Male, Married","Atlanta, GA, 30303",High Value,6,4,"1 prior claim, $2000 total paid"
INS56863,"30, Female, Married","Roswell, GA, 30075",Commercial,9,3,"1 prior claim, $2000 total paid"
INS56864,"30, Female, Married","Augusta, GA, 30901",Standard,12,3,"1 prior claim, $5000 total paid"
INS56865,"30, Female, Married","Macon, GA, 31201",Commercial,20,3,0 prior claims
INS56866,"30, Female, Married","Athens, GA, 30601",Commercial,17,3,"3 prior claims, $20000 total paid"
INS56867,"50, Female, Married","Macon, GA, 31201",Small Business,1,2,"1 prior claim, $5000 total paid"
INS56868,"55, Female, Single","Athens, GA, 30601",Standard,18,3,"1 prior claim, $5000 total paid"
INS56869,"55, Female, Single","Macon, GA, 31201",High Value,6,3,0 prior claims
INS56870,"45, Male, Married","Macon, GA, 31201",High Value,9,3,"3 prior claims, $20000 total paid"
INS56871,"55, Female, Single","Savannah, GA, 31401",High Value,12,3,"1 prior claim, $5000 total paid"
INS56872,"50, Female, Married","Augusta, GA, 30901",Small Business,10,1,"3 prior claims, $20000 total paid"
INS56873,"35, Male, Single","Savannah, GA, 31401",Small Business,18,4,0 prior claims
INS56874,"50, Female, Married","Athens, GA, 30601",Commercial,20,3,"1 prior claim, $5000 total paid"
INS56875,"45, Male, Married","Athens, GA, 30601",High Value,2,4,"1 prior claim, $2000 total paid"
INS56876,"28, Female, Single","Albany, GA, 31701",Standard,2,1,"3 prior claims, $20000 total paid"
INS56877,"28, Female, Single","Athens, GA, 30601",Small Business,16,2,"2 prior claims, $15000 total paid"
INS56878,"45, Male, Married","Athens, GA, 30601",Small Business,7,2,"3 prior claims, $20000 total paid"
INS56879,"60, Male, Single","Albany, GA, 31701",Small Business,20,4,"2 prior claims, $15000 total paid"
INS56880,"30, Female, Married","Roswell, GA, 30075",Small Business,6,1,0 prior claims
INS56881,"35, Male, Single","Albany, GA, 31701",Standard,2,1,"1 prior claim, $2000 total paid"
INS56882,"60, Male, Single","Columbus, GA, 31901",Commercial,3,2,"2 prior claims, $15000 total paid"
INS56883,"55, Female, Single","Augusta, GA, 30901",Commercial,9,4,0 prior claims
INS56884,"50, Female, Married","Atlanta, GA, 30303",High Value,10,3,"2 prior claims, $15000 total paid"
INS56885,"28, Female, Single","Athens, GA, 30601",High Value,12,4,"2 prior claims, $15000 total paid"
INS56886,"40, Male, Married","Athens, GA, 30601",Commercial,14,3,"1 prior claim, $5000 total paid"
INS56887,"50, Female, Married","Columbus, GA, 31901",Standard,17,2,"1 prior claim, $2000 total paid"
INS56888,"28, Female, Single","Macon, GA, 31201",Standard,5,1,"1 prior claim, $5000 total paid"
INS56889,"30, Female, Married","Macon, GA, 31201",Commercial,10,2,"1 prior claim, $2000 total paid"
INS56890,"50, Female, Married","Savannah, GA, 31401",Commercial,5,2,0 prior claims
INS56891,"30, Female, Married","Athens, GA, 30601",Standard,17,2,"3 prior claims, $20000 total paid"
INS56892,"55, Female, Single","Roswell, GA, 30075",Small Business,7,4,"3 prior claims, $20000 total paid"
INS56893,"50, Female, Married","Athens, GA, 30601",High Value,2,2,"1 prior claim, $2000 total paid"
INS56894,"55, Female, Single","Albany, GA, 31701",Standard,7,1,"1 prior claim, $2000 total paid"
INS56895,"50, Female, Married","Augusta, GA, 30901",High Value,10,2,"1 prior claim, $5000 total paid"
INS56896,"55, Female, Single","Atlanta, GA, 30303",Commercial,19,3,"3 prior claims, $20000 total paid"
INS56897,"45, Male, Married","Albany, GA, 31701",Standard,1,2,"3 prior claims, $20000 total paid"
INS56898,"45, Male, Married","Roswell, GA, 30075",Standard,15,3,0 prior claims
INS56899,"28, Female, Single","Albany, GA, 31701",Small Business,8,1,"2 prior claims, $15000 total paid"
INS56900,"30, Female, Married","Augusta, GA, 30901",High Value,4,1,"3 prior claims, $20000 total paid"
INS56901,"55, Female, Single","Macon, GA, 31201",Standard,20,4,"1 prior claim, $5000 total paid"
INS56902,"35, Male, Single","Athens, GA, 30601",Small Business,19,3,"2 prior claims, $15000 total paid"
INS56903,"55, Female, Single","Augusta, GA, 30901",Commercial,20,3,"1 prior claim, $2000 total paid"
INS56904,"35, Male, Single","Augusta, GA, 30901",Standard,16,3,"2 prior claims, $15000 total paid"
INS56905,"55, Female, Single","Roswell, GA, 30075",Small Business,19,3,"1 prior claim, $2000 total paid"
INS56906,"45, Male, Married","Columbus, GA, 31901",High Value,10,4,"2 prior claims, $15000 total paid"
INS56907,"60, Male, Single","Augusta, GA, 30901",Small Business,17,3,0 prior claims
INS56908,"45, Male, Married","Albany, GA, 31701",Standard,10,4,0 prior claims
INS56909,"30, Female, Married","Albany, GA, 31701",Standard,20,2,0 prior claims
INS56910,"50, Female, Married","Columbus, GA, 31901",Commercial,12,1,"3 prior claims, $20000 total paid"
INS56911,"50, Female, Married","Augusta, GA, 30901",Standard,18,1,"3 prior claims, $20000 total paid"
INS56912,"28, Female, Single","Savannah, GA, 31401",Small Business,10,2,"1 prior claim, $2000 total paid"
INS56913,"45, Male, Married","Macon, GA, 31201",High Value,4,4,"3 prior claims, $20000 total paid"
INS56914,"28, Female, Single","Macon, GA, 31201",Standard,8,3,"1 prior claim, $5000 total paid"
INS56915,"30, Female, Married","Roswell, GA, 30075",Standard,18,4,0 prior claims
INS56916,"45, Male, Married","Macon, GA, 31201",Small Business,15,1,0 prior claims
INS56917,"60, Male, Single","Albany, GA, 31701",High Value,7,1,"1 prior claim, $2000 total paid"
INS56918,"30, Female, Married","Athens, GA, 30601",Commercial,7,2,"3 prior claims, $20000 total paid"
INS56919,"45, Male, Married","Macon, GA, 31201",Standard,7,1,0 prior claims
INS56920,"35, Male, Single","Roswell, GA, 30075",High Value,17,4,"3 prior claims, $20000 total paid"
INS56921,"45, Male, Married","Savannah, GA, 31401",Small Business,9,1,"1 prior claim, $2000 total paid"
INS56922,"60, Male, Single","Athens, GA, 30601",Small Business,14,3,0 prior claims
INS56923,"30, Female, Married","Roswell, GA, 30075",Standard,14,2,0 prior claims
INS56924,"45, Male, Married","Albany, GA, 31701",Commercial,7,3,"1 prior claim, $2000 total paid"
INS56925,"55, Female, Single","Albany, GA, 31701",High Value,3,1,"2 prior claims, $15000 total paid"
INS56926,"28, Female, Single","Augusta, GA, 30901",High Value,1,3,0 prior claims
INS56927,"60, Male, Single","Savannah, GA, 31401",Commercial,19,4,"2 prior claims, $15000 total paid"
INS56928,"28, Female, Single","Atlanta, GA, 30303",High Value,1,3,"3 prior claims, $20000 total paid"
INS56929,"40, Male, Married","Roswell, GA, 30075",Small Business,14,1,0 prior claims
INS56930,"28, Female, Single","Albany, GA, 31701",Small Business,17,3,"1 prior claim, $5000 total paid"
INS56931,"55, Female, Single","Augusta, GA, 30901",High Value,13,4,"2 prior claims, $15000 total paid"
INS56932,"50, Female, Married","Columbus, GA, 31901",Commercial,20,3,"1 prior claim, $5000 total paid"
INS56933,"35, Male, Single","Atlanta, GA, 30303",Standard,5,3,"3 prior claims, $20000 total paid"
INS56934,"55, Female, Single","Macon, GA, 31201",Commercial,17,3,"3 prior claims, $20000 total paid"
INS56935,"50, Female, Married","Augusta, GA, 30901",Small Business,18,4,"3 prior claims, $20000 total paid"
INS56936,"40, Male, Married","Athens, GA, 30601",Small Business,8,1,"3 prior claims, $20000 total paid"
INS56937,"60, Male, Single","Roswell, GA, 30075",Commercial,15,1,"2 prior claims, $15000 total paid"
INS56938,"28, Female, Single","Albany, GA, 31701",Standard,3,3,"1 prior claim, $5000 total paid"
INS56939,"60, Male, Single","Augusta, GA, 30901",Commercial,3,1,"1 prior claim, $5000 total paid"
INS56940,"45, Male, Married","Augusta, GA, 30901",Small Business,14,1,"3 prior claims, $20000 total paid"
INS56941,"40, Male, Married","Savannah, GA, 31401",Standard,1,1,0 prior claims
INS56942,"35, Male, Single","Roswell, GA, 30075",Small Business,16,4,"3 prior claims, $20000 total paid"
INS56943,"60, Male, Single","Augusta, GA, 30901",Small Business,6,1,"1 prior claim, $5000 total paid"
INS56944,"60, Male, Single","Atlanta, GA, 30303",High Value,9,1,"1 prior claim, $2000 total paid"
INS56945,"35, Male, Single","Albany, GA, 31701",High Value,11,2,"3 prior claims, $20000 total paid"
INS56946,"35, Male, Single","Roswell, GA, 30075",Commercial,2,1,"1 prior claim, $5000 total paid"
INS56947,"50, Female, Married","Augusta, GA, 30901",Commercial,1,4,"3 prior claims, $20000 total paid"
INS56948,"60, Male, Single","Augusta, GA, 30901",Standard,16,3,0 prior claims
INS56949,"35, Male, Single","Atlanta, GA, 30303",Small Business,15,2,"3 prior claims, $20000 total paid"
INS56950,"40, Male, Married","Athens, GA, 30601",Standard,19,1,"1 prior claim, $2000 total paid"
INS56951,"40, Male, Married","Augusta, GA, 30901",Small Business,3,4,0 prior claims
INS56952,"30, Female, Married","Augusta, GA, 30901",Commercial,18,3,"1 prior claim, $5000 total paid"
INS56953,"28, Female, Single","Roswell, GA, 30075",Commercial,7,1,"1 prior claim, $2000 total paid"
INS56954,"60, Male, Single","Columbus, GA, 31901",Commercial,4,1,"1 prior claim, $5000 total paid"
INS56955,"28, Female, Single","Albany, GA, 31701",High Value,10,3,0 prior claims
INS56956,"45, Male, Married","Roswell, GA, 30075",Standard,7,3,"1 prior claim, $5000 total paid"
INS56957,"30, Female, Married","Albany, GA, 31701",High Value,14,1,"3 prior claims, $20000 total paid"
INS56958,"30, Female, Married","Savannah, GA, 31401",Standard,3,4,"1 prior claim, $2000 total paid"
INS56959,"45, Male, Married","Atlanta, GA, 30303",Commercial,9,2,"1 prior claim, $2000 total paid"
INS56960,"55, Female, Single","Albany, GA, 31701",Standard,6,2,"1 prior claim, $2000 total paid"
INS56961,"50, Female, Married","Atlanta, GA, 30303",Standard,12,2,"2 prior claims, $15000 total paid"
INS56962,"55, Female, Single","Macon, GA, 31201",High Value,3,4,0 prior claims
INS56963,"35, Male, Single","Roswell, GA, 30075",Commercial,18,4,"1 prior claim, $2000 total paid"
INS56964,"30, Female, Married","Athens, GA, 30601",High Value,10,1,0 prior claims
INS56965,"35, Male, Single","Roswell, GA, 30075",Small Business,6,4,"1 prior claim, $2000 total paid"
INS56966,"60, Male, Single","Columbus, GA, 31901",Standard,2,1,"3 prior claims, $20000 total paid"
INS56967,"60, Male, Single","Macon, GA, 31201",Commercial,20,4,"3 prior claims, $20000 total paid"
INS56968,"60, Male, Single","Athens, GA, 30601",Standard,18,2,"1 prior claim, $5000 total paid"
INS56969,"50, Female, Married","Roswell, GA, 30075",High Value,15,2,"2 prior claims, $15000 total paid"
INS56970,"30, Female, Married","Athens, GA, 30601",Small Business,5,3,0 prior claims
INS56971,"30, Female, Married","Albany, GA, 31701",Standard,3,1,"2 prior claims, $15000 total paid"
INS56972,"35, Male, Single","Albany, GA, 31701",Small Business,13,1,"3 prior claims, $20000 total paid"
INS56973,"35, Male, Single","Atlanta, GA, 30303",Standard,14,3,"3 prior claims, $20000 total paid"
INS56974,"45, Male, Married","Columbus, GA, 31901",High Value,5,4,"2 prior claims, $15000 total paid"
INS56975,"28, Female, Single","Roswell, GA, 30075",Small Business,4,4,0 prior claims
INS56976,"30, Female, Married","Savannah, GA, 31401",Small Business,3,4,"3 prior claims, $20000 total paid"
INS56977,"60, Male, Single","Albany, GA, 31701",Standard,4,4,"2 prior claims, $15000 total paid"
INS56978,"35, Male, Single","Macon, GA, 31201",Small Business,4,1,"2 prior claims, $15000 total paid"
INS56979,"55, Female, Single","Atlanta, GA, 30303",Small Business,20,2,0 prior claims
INS56980,"28, Female, Single","Athens, GA, 30601",Small Business,12,1,"3 prior claims, $20000 total paid"
INS56981,"40, Male, Married","Columbus, GA, 31901",Commercial,7,3,"1 prior claim, $5000 total paid"
INS56982,"45, Male, Married","Roswell, GA, 30075",High Value,10,2,"2 prior claims, $15000 total paid"
INS56983,"30, Female, Married","Albany, GA, 31701",Commercial,11,3,"1 prior claim, $2000 total paid"
INS56984,"60, Male, Single","Albany, GA, 31701",Standard,14,2,"1 prior claim, $2000 total paid"
INS56985,"60, Male, Single","Atlanta, GA, 30303",Commercial,15,2,"1 prior claim, $2000 total paid"
INS56986,"55, Female, Single","Athens, GA, 30601",Standard,2,3,"3 prior claims, $20000 total paid"
INS56987,"28, Female, Single","Savannah, GA, 31401",Standard,12,4,0 prior claims
INS56988,"40, Male, Married","Columbus, GA, 31901",High Value,5,2,"3 prior claims, $20000 total paid"
INS56989,"45, Male, Married","Columbus, GA, 31901",High Value,17,4,"3 prior claims, $20000 total paid"
INS56990,"60, Male, Single","Savannah, GA, 31401",Standard,5,3,"2 prior claims, $15000 total paid"
INS56991,"35, Male, Single","Atlanta, GA, 30303",Standard,8,2,"1 prior claim, $5000 total paid"
INS56992,"60, Male, Single","Roswell, GA, 30075",Commercial,6,4,"1 prior claim, $5000 total paid"
INS56993,"55, Female, Single","Albany, GA, 31701",High Value,7,2,"2 prior claims, $15000 total paid"
INS56994,"50, Female, Married","Roswell, GA, 30075",Small Business,3,2,0 prior claims
INS56995,"35, Male, Single","Macon, GA, 31201",Commercial,17,4,0 prior claims
INS56996,"35, Male, Single","Albany, GA, 31701",Small Business,8,1,0 prior claims
INS56997,"30, Female, Married","Roswell, GA, 30075",Standard,14,2,"1 prior claim, $2000 total paid"
INS56998,"55, Female, Single","Savannah, GA, 31401",Commercial,15,3,0 prior claims
INS56999,"40, Male, Married","Athens, GA, 30601",High Value,1,1,"1 prior claim, $5000 total paid"
INS57000,"30, Female, Married","Atlanta, GA, 30303",High Value,19,3,0 prior claims
INS57001,"50, Female, Married","Roswell, GA, 30075",Commercial,17,1,"1 prior claim, $2000 total paid"
INS57002,"30, Female, Married","Savannah, GA, 31401",Standard,17,3,"1 prior claim, $2000 total paid"
INS57003,"40, Male, Married","Atlanta, GA, 30303",High Value,3,1,"2 prior claims, $15000 total paid"
INS57004,"60, Male, Single","Macon, GA, 31201",Small Business,1,1,"1 prior claim, $5000 total paid"
INS57005,"30, Female, Married","Savannah, GA, 31401",High Value,7,1,"1 prior claim, $5000 total paid"
INS57006,"60, Male, Single","Macon, GA, 31201",Small Business,11,4,0 prior claims
INS57007,"50, Female, Married","Macon, GA, 31201",Standard,2,3,0 prior claims
INS57008,"28, Female, Single","Columbus, GA, 31901",Small Business,9,3,"1 prior claim, $2000 total paid"
INS57009,"35, Male, Single","Atlanta, GA, 30303",Standard,8,2,"1 prior claim, $2000 total paid"
INS57010,"28, Female, Single","Atlanta, GA, 30303",Standard,7,2,0 prior claims
INS57011,"40, Male, Married","Columbus, GA, 31901",Small Business,18,3,"2 prior claims, $15000 total paid"
INS57012,"35, Male, Single","Savannah, GA, 31401",High Value,14,4,0 prior claims
INS57013,"45, Male, Married","Augusta, GA, 30901",Small Business,5,4,"2 prior claims, $15000 total paid"
INS57014,"45, Male, Married","Athens, GA, 30601",Small Business,11,1,"3 prior claims, $20000 total paid"
INS57015,"55, Female, Single","Roswell, GA, 30075",Small Business,6,1,"3 prior claims, $20000 total paid"
INS57016,"60, Male, Single","Augusta, GA, 30901",High Value,14,2,"1 prior claim, $2000 total paid"
INS57017,"30, Female, Married","Albany, GA, 31701",High Value,20,4,0 prior claims
INS57018,"60, Male, Single","Athens, GA, 30601",Commercial,3,3,"1 prior claim, $5000 total paid"
INS57019,"55, Female, Single","Albany, GA, 31701",High Value,13,4,"3 prior claims, $20000 total paid"
INS57020,"45, Male, Married","Roswell, GA, 30075",Standard,6,2,"3 prior claims, $20000 total paid"
INS57021,"30, Female, Married","Albany, GA, 31701",High Value,19,3,"3 prior claims, $20000 total paid"
INS57022,"55, Female, Single","Athens, GA, 30601",Standard,8,1,"1 prior claim, $2000 total paid"
INS57023,"55, Female, Single","Athens, GA, 30601",High Value,2,2,"1 prior claim, $5000 total paid"
INS57024,"55, Female, Single","Atlanta, GA, 30303",Commercial,9,4,"1 prior claim, $5000 total paid"
INS57025,"55, Female, Single","Savannah, GA, 31401",Commercial,2,2,"3 prior claims, $20000 total paid"
INS57026,"35, Male, Single","Macon, GA, 31201",High Value,10,3,"3 prior claims, $20000 total paid"
INS57027,"35, Male, Single","Columbus, GA, 31901",Small Business,2,1,0 prior claims
INS57028,"28, Female, Single","Athens, GA, 30601",Standard,12,3,"1 prior claim, $5000 total paid"
INS57029,"30, Female, Married","Roswell, GA, 30075",Small Business,17,2,"1 prior claim, $5000 total paid"
INS57030,"40, Male, Married","Columbus, GA, 31901",Standard,20,3,"2 prior claims, $15000 total paid"
INS57031,"28, Female, Single","Savannah, GA, 31401",High Value,11,3,"1 prior claim, $2000 total paid"
INS57032,"30, Female, Married","Columbus, GA, 31901",High Value,12,2,"2 prior claims, $15000 total paid"
INS57033,"30, Female, Married","Augusta, GA, 30901",Standard,17,3,"2 prior claims, $15000 total paid"
INS57034,"55, Female, Single","Roswell, GA, 30075",Standard,8,3,0 prior claims
INS57035,"50, Female, Married","Albany, GA, 31701",High Value,18,2,"3 prior claims, $20000 total paid"
INS57036,"40, Male, Married","Athens, GA, 30601",High Value,10,2,"3 prior claims, $20000 total paid"
INS57037,"35, Male, Single","Roswell, GA, 30075",Standard,12,4,"1 prior claim, $5000 total paid"
INS57038,"60, Male, Single","Atlanta, GA, 30303",Standard,6,4,"3 prior claims, $20000 total paid"
INS57039,"30, Female, Married","Savannah, GA, 31401",Small Business,4,4,"1 prior claim, $2000 total paid"
INS57040,"28, Female, Single","Atlanta, GA, 30303",High Value,20,2,"1 prior claim, $5000 total paid"
INS57041,"60, Male, Single","Athens, GA, 30601",Commercial,2,2,"1 prior claim, $5000 total paid"
INS57042,"60, Male, Single","Columbus, GA, 31901",Small Business,17,4,"2 prior claims, $15000 total paid"
INS57043,"40, Male, Married","Augusta, GA, 30901",Standard,18,1,"1 prior claim, $5000 total paid"
INS57044,"30, Female, Married","Albany, GA, 31701",Standard,11,3,0 prior claims
INS57045,"50, Female, Married","Columbus, GA, 31901",High Value,6,3,"3 prior claims, $20000 total paid"
INS57046,"28, Female, Single","Columbus, GA, 31901",Small Business,20,2,"2 prior claims, $15000 total paid"
INS57047,"35, Male, Single","Athens, GA, 30601",Small Business,4,1,"2 prior claims, $15000 total paid"
INS57048,"45, Male, Married","Macon, GA, 31201",Commercial,9,4,"1 prior claim, $2000 total paid"
INS57049,"30, Female, Married","Macon, GA, 31201",High Value,13,2,"1 prior claim, $2000 total paid"
INS57050,"40, Male, Married","Macon, GA, 31201",High Value,1,2,"1 prior claim, $2000 total paid"
INS57051,"40, Male, Married","Roswell, GA, 30075",Small Business,15,3,"2 prior claims, $15000 total paid"
INS57052,"50, Female, Married","Roswell, GA, 30075",Standard,9,3,"1 prior claim, $5000 total paid"
INS57053,"50, Female, Married","Savannah, GA, 31401",Commercial,12,3,"1 prior claim, $5000 total paid"
INS57054,"60, Male, Single","Savannah, GA, 31401",Commercial,19,4,0 prior claims
INS57055,"28, Female, Single","Savannah, GA, 31401",Small Business,1,2,0 prior claims
INS57056,"28, Female, Single","Roswell, GA, 30075",Commercial,18,2,"3 prior claims, $20000 total paid"
INS57057,"30, Female, Married","Augusta, GA, 30901",Commercial,16,2,"3 prior claims, $20000 total paid"
INS57058,"50, Female, Married","Athens, GA, 30601",Standard,11,4,"1 prior claim, $2000 total paid"
INS57059,"30, Female, Married","Atlanta, GA, 30303",Commercial,12,3,"1 prior claim, $2000 total paid"
INS57060,"45, Male, Married","Augusta, GA, 30901",Standard,1,3,0 prior claims
INS57061,"28, Female, Single","Augusta, GA, 30901",Standard,3,1,"2 prior claims, $15000 total paid"
INS57062,"40, Male, Married","Savannah, GA, 31401",Small Business,10,2,"1 prior claim, $5000 total paid"
INS57063,"40, Male, Married","Savannah, GA, 31401",Small Business,3,2,"2 prior claims, $15000 total paid"
INS57064,"50, Female, Married","Atlanta, GA, 30303",Small Business,9,3,"2 prior claims, $15000 total paid"
INS57065,"45, Male, Married","Atlanta, GA, 30303",Standard,6,2,"3 prior claims, $20000 total paid"
INS57066,"40, Male, Married","Atlanta, GA, 30303",Standard,8,1,"3 prior claims, $20000 total paid"
INS57067,"55, Female, Single","Atlanta, GA, 30303",Commercial,15,4,"1 prior claim, $5000 total paid"
INS57068,"45, Male, Married","Atlanta, GA, 30303",Standard,12,3,"1 prior claim, $5000 total paid"
INS57069,"28, Female, Single","Savannah, GA, 31401",High Value,19,3,"2 prior claims, $15000 total paid"
INS57070,"35, Male, Single","Savannah, GA, 31401",Small Business,19,1,0 prior claims
INS57071,"50, Female, Married","Macon, GA, 31201",High Value,7,4,"2 prior claims, $15000 total paid"
INS57072,"45, Male, Married","Atlanta, GA, 30303",Standard,6,4,"3 prior claims, $20000 total paid"
INS57073,"28, Female, Single","Albany, GA, 31701",Small Business,14,4,0 prior claims
INS57074,"50, Female, Married","Atlanta, GA, 30303",Standard,12,2,0 prior claims
INS57075,"50, Female, Married","Atlanta, GA, 30303",Small Business,2,3,"1 prior claim, $5000 total paid"
INS57076,"45, Male, Married","Columbus, GA, 31901",Small Business,18,4,"3 prior claims, $20000 total paid"
INS57077,"28, Female, Single","Atlanta, GA, 30303",Standard,1,2,"2 prior claims, $15000 total paid"
INS57078,"35, Male, Single","Atlanta, GA, 30303",Small Business,2,2,"1 prior claim, $5000 total paid"
INS57079,"60, Male, Single","Savannah, GA, 31401",Commercial,12,2,0 prior claims
INS57080,"55, Female, Single","Savannah, GA, 31401",Small Business,6,2,"1 prior claim, $2000 total paid"
INS57081,"45, Male, Married","Atlanta, GA, 30303",High Value,13,2,0 prior claims
INS57082,"50, Female, Married","Atlanta, GA, 30303",Commercial,11,3,"1 prior claim, $2000 total paid"
INS57083,"28, Female, Single","Albany, GA, 31701",Small Business,9,1,"2 prior claims, $15000 total paid"
INS57084,"30, Female, Married","Savannah, GA, 31401",Commercial,14,4,"3 prior claims, $20000 total paid"
INS57085,"55, Female, Single","Albany, GA, 31701",Commercial,5,2,"1 prior claim, $5000 total paid"
INS57086,"50, Female, Married","Athens, GA, 30601",Small Business,14,3,"1 prior claim, $5000 total paid"
INS57087,"30, Female, Married","Columbus, GA, 31901",Commercial,6,1,"1 prior claim, $2000 total paid"
INS57088,"55, Female, Single","Atlanta, GA, 30303",Standard,1,3,"3 prior claims, $20000 total paid"
INS57089,"40, Male, Married","Athens, GA, 30601",High Value,1,2,0 prior claims
INS57090,"45, Male, Married","Atlanta, GA, 30303",Standard,19,3,"2 prior claims, $15000 total paid"
INS57091,"40, Male, Married","Albany, GA, 31701",Commercial,17,4,"2 prior claims, $15000 total paid"
INS57092,"40, Male, Married","Savannah, GA, 31401",High Value,5,3,"3 prior claims, $20000 total paid"
INS57093,"40, Male, Married","Columbus, GA, 31901",Commercial,9,2,"1 prior claim, $2000 total paid"
INS57094,"35, Male, Single","Athens, GA, 30601",Small Business,7,2,"1 prior claim, $2000 total paid"
INS57095,"35, Male, Single","Columbus, GA, 31901",Commercial,9,3,"1 prior claim, $5000 total paid"
INS57096,"35, Male, Single","Augusta, GA, 30901",Small Business,4,2,0 prior claims
INS57097,"40, Male, Married","Macon, GA, 31201",Commercial,3,3,0 prior claims
INS57098,"35, Male, Single","Columbus, GA, 31901",High Value,10,4,"2 prior claims, $15000 total paid"
INS57099,"30, Female, Married","Savannah, GA, 31401",Standard,14,2,"2 prior claims, $15000 total paid"
INS57100,"45, Male, Married","Savannah, GA, 31401",High Value,3,4,"2 prior claims, $15000 total paid"
INS57101,"30, Female, Married","Atlanta, GA, 30303",Commercial,19,3,0 prior claims
INS57102,"55, Female, Single","Savannah, GA, 31401",Small Business,6,2,0 prior claims
INS57103,"45, Male, Married","Augusta, GA, 30901",Small Business,1,3,0 prior claims
INS57104,"45, Male, Married","Albany, GA, 31701",Small Business,9,3,"1 prior claim, $2000 total paid"
INS57105,"45, Male, Married","Macon, GA, 31201",High Value,7,2,"3 prior claims, $20000 total paid"
INS57106,"30, Female, Married","Columbus, GA, 31901",Commercial,9,3,"1 prior claim, $5000 total paid"
INS57107,"50, Female, Married","Augusta, GA, 30901",High Value,19,3,"1 prior claim, $5000 total paid"
INS57108,"28, Female, Single","Savannah, GA, 31401",Commercial,13,4,0 prior claims
INS57109,"28, Female, Single","Albany, GA, 31701",High Value,15,3,"1 prior claim, $5000 total paid"
INS57110,"50, Female, Married","Albany, GA, 31701",High Value,6,3,"3 prior claims, $20000 total paid"
INS57111,"28, Female, Single","Albany, GA, 31701",Commercial,6,3,"2 prior claims, $15000 total paid"
INS57112,"60, Male, Single","Roswell, GA, 30075",High Value,7,4,"2 prior claims, $15000 total paid"
INS57113,"50, Female, Married","Columbus, GA, 31901",Commercial,12,2,"1 prior claim, $5000 total paid"
INS57114,"30, Female, Married","Athens, GA, 30601",Commercial,3,4,"1 prior claim, $2000 total paid"
INS57115,"45, Male, Married","Roswell, GA, 30075",Small Business,20,2,"1 prior claim, $2000 total paid"
INS57116,"60, Male, Single","Savannah, GA, 31401",Commercial,9,3,"3 prior claims, $20000 total paid"
INS57117,"28, Female, Single","Athens, GA, 30601",Small Business,10,3,"1 prior claim, $2000 total paid"
INS57118,"55, Female, Single","Albany, GA, 31701",Standard,10,2,"3 prior claims, $20000 total paid"
INS57119,"60, Male, Single","Albany, GA, 31701",Standard,4,3,0 prior claims
INS57120,"60, Male, Single","Augusta, GA, 30901",Small Business,6,4,"2 prior claims, $15000 total paid"
INS57121,"50, Female, Married","Macon, GA, 31201",Standard,3,3,"1 prior claim, $5000 total paid"
INS57122,"40, Male, Married","Savannah, GA, 31401",Small Business,1,2,"1 prior claim, $5000 total paid"
INS57123,"35, Male, Single","Columbus, GA, 31901",Standard,3,3,"1 prior claim, $5000 total paid"
INS57124,"60, Male, Single","Columbus, GA, 31901",Small Business,17,3,"1 prior claim, $5000 total paid"
INS57125,"40, Male, Married","Albany, GA, 31701",Standard,11,4,"1 prior claim, $5000 total paid"
INS57126,"45, Male, Married","Savannah, GA, 31401",High Value,10,4,0 prior claims
