Claim ID,Transaction Date,Transaction Type,Amount Paid,Payment Category,Payee Type,Currency
CLM178,5/12/24,Payment,43151,Legal,Medical Provider,USD
CLM084,4/15/24,Payment,4529,Medical,Medical Provider,USD
CLM166,4/8/24,Payment,28099,Indemnity,Medical Provider,USD
CLM040,3/21/24,Payment,43077,Medical,Policyholder,USD
CLM074,4/12/24,Payment,10316,Legal,Medical Provider,USD
CLM162,6/5/24,Payment,4509,Indemnity,Medical Provider,USD
CLM082,5/18/24,Payment,2890,Indemnity,Medical Provider,USD
CLM160,4/9/24,Payment,36076,Legal,Medical Provider,USD
CLM086,6/2/24,Expense,1954,Investigation,Investigator,USD
CLM082,3/12/24,Payment,22985,Medical,Policyholder,USD
CLM054,2/3/24,Expense,3269,Investigation,Legal Counsel,USD
CLM081,6/11/24,Payment,27958,Medical,Medical Provider,USD
CLM108,6/26/24,Payment,27296,Legal,Vendor,USD
CLM081,1/25/24,Payment,47435,Medical,Medical Provider,USD
CLM045,6/24/24,Payment,1088,Indemnity,Vendor,USD
CLM176,4/26/24,Payment,42551,Medical,Medical Provider,USD
CLM076,2/27/24,Expense,2184,Replacement,Investigator,USD
CLM100,5/27/24,Expense,387,Replacement,Investigator,USD
CLM069,2/24/24,Expense,126,Investigation,Investigator,USD
CLM160,3/22/24,Payment,32693,Legal,Medical Provider,USD
CLM169,5/18/24,Payment,6262,Legal,Policyholder,USD
CLM136,3/26/24,Expense,266,Replacement,Investigator,USD
CLM039,1/15/24,Payment,15848,Medical,Medical Provider,USD
CLM195,5/19/24,Payment,27980,Legal,Policyholder,USD
CLM185,4/16/24,Payment,10775,Indemnity,Vendor,USD
CLM042,4/29/24,Payment,31862,Indemnity,Medical Provider,USD
CLM160,5/27/24,Expense,3269,Investigation,Investigator,USD
CLM038,3/29/24,Expense,2222,Replacement,Legal Counsel,USD
CLM126,1/21/24,Payment,14576,Repair,Vendor,USD
CLM074,5/6/24,Expense,1319,Replacement,Investigator,USD
CLM047,2/29/24,Payment,7905,Indemnity,Medical Provider,USD
CLM153,3/19/24,Payment,36258,Indemnity,Vendor,USD
CLM003,3/4/24,Expense,253,Investigation,Investigator,USD
CLM184,2/8/24,Expense,3238,Investigation,Investigator,USD
CLM044,1/13/24,Expense,3349,Replacement,Investigator,USD
CLM056,2/9/24,Expense,629,Replacement,Investigator,USD
CLM047,4/20/24,Payment,3253,Medical,Medical Provider,USD
CLM195,4/17/24,Payment,46458,Legal,Medical Provider,USD
CLM180,2/21/24,Payment,991,Legal,Medical Provider,USD
CLM052,6/9/24,Expense,4210,Investigation,Investigator,USD
CLM089,1/18/24,Payment,25304,Repair,Medical Provider,USD
CLM007,1/9/24,Payment,13821,Indemnity,Vendor,USD
CLM074,3/30/24,Expense,2909,Replacement,Legal Counsel,USD
CLM071,2/2/24,Payment,38903,Legal,Medical Provider,USD
CLM033,4/19/24,Expense,3064,Replacement,Legal Counsel,USD
CLM079,3/1/24,Payment,32327,Legal,Medical Provider,USD
CLM105,4/5/24,Expense,578,Investigation,Legal Counsel,USD
CLM110,1/7/24,Expense,3331,Replacement,Investigator,USD
CLM168,5/24/24,Expense,4581,Replacement,Legal Counsel,USD
CLM071,2/5/24,Payment,15175,Medical,Policyholder,USD
CLM165,5/26/24,Payment,33081,Medical,Policyholder,USD
CLM043,4/5/24,Expense,4027,Replacement,Legal Counsel,USD
CLM084,6/29/24,Expense,2313,Investigation,Legal Counsel,USD
CLM178,4/7/24,Expense,4020,Investigation,Investigator,USD
CLM176,2/24/24,Payment,46952,Repair,Medical Provider,USD
CLM046,5/10/24,Expense,4237,Investigation,Investigator,USD
CLM009,5/22/24,Expense,442,Investigation,Investigator,USD
CLM150,4/14/24,Payment,43498,Medical,Medical Provider,USD
CLM186,3/10/24,Expense,4000,Replacement,Investigator,USD
CLM046,5/14/24,Payment,27550,Legal,Medical Provider,USD
CLM026,6/12/24,Expense,736,Replacement,Legal Counsel,USD
CLM154,3/30/24,Expense,2600,Replacement,Legal Counsel,USD
CLM196,3/14/24,Payment,27158,Indemnity,Policyholder,USD
CLM093,6/20/24,Expense,2419,Replacement,Legal Counsel,USD
CLM058,3/5/24,Expense,2362,Replacement,Investigator,USD
CLM151,3/20/24,Payment,30537,Medical,Medical Provider,USD
CLM062,2/10/24,Payment,1176,Legal,Policyholder,USD
CLM077,6/24/24,Payment,42966,Repair,Vendor,USD
CLM170,3/4/24,Payment,35330,Medical,Policyholder,USD
CLM039,4/10/24,Payment,21266,Repair,Medical Provider,USD
CLM110,3/18/24,Expense,724,Investigation,Legal Counsel,USD
CLM139,4/1/24,Expense,4990,Replacement,Investigator,USD
CLM189,3/27/24,Expense,2778,Replacement,Investigator,USD
CLM031,6/13/24,Payment,35588,Indemnity,Medical Provider,USD
CLM002,1/23/24,Expense,1609,Replacement,Investigator,USD
CLM169,4/14/24,Expense,755,Replacement,Investigator,USD
CLM079,2/23/24,Expense,634,Replacement,Legal Counsel,USD
CLM115,5/8/24,Payment,19703,Legal,Medical Provider,USD
CLM193,5/5/24,Expense,4012,Replacement,Legal Counsel,USD
CLM004,3/26/24,Expense,1184,Investigation,Investigator,USD
CLM084,2/2/24,Payment,13225,Medical,Vendor,USD
CLM001,5/8/24,Payment,19276,Legal,Vendor,USD
CLM189,6/26/24,Expense,3080,Replacement,Investigator,USD
CLM061,2/17/24,Payment,11589,Medical,Policyholder,USD
CLM093,1/6/24,Expense,4747,Investigation,Legal Counsel,USD
CLM090,5/14/24,Expense,651,Investigation,Investigator,USD
CLM101,3/1/24,Expense,2382,Replacement,Investigator,USD
CLM184,1/19/24,Payment,39373,Legal,Vendor,USD
CLM137,3/1/24,Payment,35001,Repair,Medical Provider,USD
CLM060,6/24/24,Payment,46193,Legal,Vendor,USD
CLM184,3/30/24,Payment,12560,Medical,Medical Provider,USD
CLM196,6/21/24,Payment,46374,Medical,Medical Provider,USD
CLM044,5/23/24,Payment,47109,Repair,Medical Provider,USD
CLM022,3/27/24,Expense,4081,Investigation,Investigator,USD
CLM152,3/25/24,Expense,1459,Replacement,Investigator,USD
CLM162,3/9/24,Expense,967,Replacement,Investigator,USD
CLM086,1/7/24,Payment,40047,Medical,Vendor,USD
CLM196,2/14/24,Payment,45445,Medical,Medical Provider,USD
CLM157,3/23/24,Expense,4376,Investigation,Legal Counsel,USD
CLM006,2/14/24,Expense,910,Replacement,Investigator,USD
CLM042,2/28/24,Payment,47949,Repair,Policyholder,USD
CLM099,1/31/24,Expense,252,Investigation,Legal Counsel,USD
CLM139,4/19/24,Expense,369,Replacement,Investigator,USD
CLM131,2/12/24,Payment,45708,Indemnity,Vendor,USD
CLM120,6/15/24,Expense,3710,Replacement,Legal Counsel,USD
CLM166,2/14/24,Payment,9869,Legal,Medical Provider,USD
CLM151,6/15/24,Expense,4550,Investigation,Investigator,USD
CLM015,4/22/24,Expense,3979,Replacement,Investigator,USD
CLM146,2/14/24,Payment,12445,Medical,Vendor,USD
CLM174,3/31/24,Payment,42363,Medical,Policyholder,USD
CLM034,3/19/24,Payment,2183,Medical,Policyholder,USD
CLM068,1/6/24,Payment,5394,Indemnity,Medical Provider,USD
CLM001,3/25/24,Payment,43770,Repair,Medical Provider,USD
CLM176,5/14/24,Expense,2692,Investigation,Investigator,USD
CLM012,3/6/24,Payment,13668,Indemnity,Medical Provider,USD
CLM080,4/22/24,Payment,28473,Indemnity,Medical Provider,USD
CLM071,4/2/24,Expense,1479,Investigation,Investigator,USD
CLM035,2/26/24,Expense,3437,Replacement,Investigator,USD
CLM179,4/19/24,Expense,3636,Investigation,Legal Counsel,USD
CLM063,3/25/24,Expense,1582,Investigation,Investigator,USD
CLM002,3/25/24,Expense,4538,Replacement,Investigator,USD
CLM096,6/29/24,Payment,20940,Indemnity,Vendor,USD
CLM153,4/11/24,Payment,20249,Medical,Medical Provider,USD
CLM198,5/20/24,Expense,2602,Replacement,Legal Counsel,USD
CLM050,6/7/24,Payment,16491,Legal,Vendor,USD
CLM043,3/26/24,Expense,3273,Investigation,Legal Counsel,USD
CLM156,1/1/24,Expense,4170,Replacement,Legal Counsel,USD
CLM134,2/13/24,Payment,39021,Repair,Medical Provider,USD
CLM155,6/28/24,Payment,26096,Repair,Policyholder,USD
CLM082,2/8/24,Expense,2430,Replacement,Investigator,USD
CLM011,6/10/24,Payment,14105,Indemnity,Vendor,USD
CLM104,3/20/24,Payment,49351,Repair,Policyholder,USD
CLM095,3/17/24,Expense,1330,Replacement,Legal Counsel,USD
CLM135,5/19/24,Payment,43438,Legal,Policyholder,USD
CLM084,5/18/24,Payment,25924,Medical,Medical Provider,USD
CLM153,6/30/24,Payment,34332,Medical,Vendor,USD
CLM164,2/10/24,Payment,22217,Indemnity,Policyholder,USD
CLM041,2/13/24,Payment,44298,Indemnity,Medical Provider,USD
CLM069,6/22/24,Expense,497,Replacement,Legal Counsel,USD
CLM051,3/17/24,Expense,1761,Replacement,Legal Counsel,USD
CLM089,4/9/24,Payment,33276,Repair,Policyholder,USD
CLM167,4/6/24,Payment,25110,Repair,Policyholder,USD
CLM182,2/2/24,Expense,2980,Replacement,Legal Counsel,USD
CLM162,5/22/24,Expense,4460,Investigation,Legal Counsel,USD
CLM091,4/9/24,Payment,23429,Indemnity,Medical Provider,USD
CLM009,6/7/24,Expense,2403,Replacement,Investigator,USD
CLM074,1/4/24,Expense,4190,Investigation,Legal Counsel,USD
CLM027,2/21/24,Expense,3184,Replacement,Investigator,USD
CLM134,3/10/24,Payment,14947,Legal,Medical Provider,USD
CLM123,5/18/24,Expense,1782,Investigation,Investigator,USD
CLM158,1/3/24,Payment,11964,Indemnity,Medical Provider,USD
CLM172,4/24/24,Expense,2543,Investigation,Legal Counsel,USD
CLM122,1/20/24,Payment,14776,Indemnity,Policyholder,USD
CLM023,3/30/24,Expense,1179,Investigation,Investigator,USD
CLM073,2/7/24,Expense,697,Replacement,Investigator,USD
CLM082,2/21/24,Expense,4842,Investigation,Legal Counsel,USD
CLM004,2/28/24,Expense,3488,Investigation,Legal Counsel,USD
CLM136,2/13/24,Payment,28256,Indemnity,Medical Provider,USD
CLM123,1/30/24,Payment,36962,Indemnity,Vendor,USD
CLM195,4/11/24,Payment,34674,Repair,Medical Provider,USD
CLM044,5/3/24,Expense,2385,Replacement,Legal Counsel,USD
CLM133,6/8/24,Payment,29347,Repair,Medical Provider,USD
CLM038,1/14/24,Expense,1642,Investigation,Investigator,USD
CLM137,6/2/24,Expense,1394,Replacement,Legal Counsel,USD
CLM122,5/20/24,Payment,16844,Repair,Medical Provider,USD
CLM100,2/9/24,Expense,2574,Investigation,Investigator,USD
CLM021,5/15/24,Payment,23833,Repair,Policyholder,USD
CLM023,3/27/24,Payment,16455,Indemnity,Policyholder,USD
CLM036,6/30/24,Payment,40526,Medical,Medical Provider,USD
CLM031,5/9/24,Expense,4734,Replacement,Investigator,USD
CLM135,6/8/24,Expense,4346,Investigation,Investigator,USD
CLM146,6/6/24,Expense,1923,Investigation,Investigator,USD
CLM195,4/24/24,Payment,21178,Medical,Vendor,USD
CLM106,5/27/24,Expense,324,Replacement,Investigator,USD
CLM057,5/18/24,Payment,2170,Indemnity,Vendor,USD
CLM085,2/13/24,Payment,32086,Indemnity,Policyholder,USD
CLM106,2/5/24,Payment,46230,Indemnity,Vendor,USD
CLM105,5/3/24,Expense,562,Investigation,Legal Counsel,USD
CLM051,2/17/24,Expense,3471,Investigation,Legal Counsel,USD
CLM066,6/14/24,Expense,1411,Investigation,Legal Counsel,USD
CLM172,3/8/24,Payment,31443,Indemnity,Medical Provider,USD
CLM172,3/21/24,Payment,24474,Repair,Policyholder,USD
CLM067,6/19/24,Expense,602,Investigation,Investigator,USD
CLM164,5/10/24,Payment,39395,Legal,Vendor,USD
CLM189,4/1/24,Payment,988,Legal,Policyholder,USD
CLM057,5/7/24,Expense,3232,Replacement,Legal Counsel,USD
CLM087,5/24/24,Payment,2689,Repair,Policyholder,USD
CLM129,2/24/24,Expense,638,Investigation,Investigator,USD
CLM159,6/27/24,Payment,37569,Medical,Vendor,USD
CLM068,6/4/24,Expense,870,Investigation,Legal Counsel,USD
CLM177,4/1/24,Expense,4537,Replacement,Legal Counsel,USD
CLM170,6/9/24,Expense,3030,Investigation,Investigator,USD
CLM047,6/21/24,Payment,45669,Medical,Policyholder,USD
CLM069,2/28/24,Expense,689,Investigation,Investigator,USD
CLM153,6/11/24,Payment,15738,Repair,Medical Provider,USD
CLM069,1/5/24,Expense,1661,Replacement,Investigator,USD
CLM158,6/28/24,Expense,2589,Replacement,Legal Counsel,USD
CLM035,6/19/24,Expense,4554,Replacement,Legal Counsel,USD
CLM143,5/31/24,Expense,2984,Investigation,Legal Counsel,USD
CLM030,2/12/24,Expense,4102,Replacement,Investigator,USD
CLM079,2/5/24,Payment,12458,Repair,Vendor,USD
CLM065,3/4/24,Payment,33559,Legal,Medical Provider,USD
CLM163,3/13/24,Payment,16342,Legal,Policyholder,USD
CLM164,3/20/24,Expense,2826,Replacement,Investigator,USD
CLM031,6/23/24,Expense,3420,Investigation,Legal Counsel,USD
CLM063,5/8/24,Payment,6228,Repair,Medical Provider,USD
CLM198,3/16/24,Expense,3544,Replacement,Investigator,USD
CLM060,2/18/24,Expense,2310,Replacement,Legal Counsel,USD
CLM038,2/28/24,Expense,4785,Investigation,Investigator,USD
CLM117,3/3/24,Payment,23108,Indemnity,Vendor,USD
CLM182,4/25/24,Payment,25016,Repair,Policyholder,USD
CLM184,1/19/24,Expense,4284,Investigation,Investigator,USD
CLM078,6/9/24,Payment,38168,Indemnity,Vendor,USD
CLM151,6/26/24,Payment,26196,Repair,Medical Provider,USD
CLM017,4/24/24,Payment,30635,Repair,Vendor,USD
CLM034,3/20/24,Payment,38050,Indemnity,Vendor,USD
CLM156,5/6/24,Expense,4351,Investigation,Legal Counsel,USD
CLM128,2/4/24,Payment,23891,Legal,Medical Provider,USD
CLM012,4/18/24,Payment,23152,Legal,Policyholder,USD
CLM009,4/27/24,Expense,452,Replacement,Investigator,USD
CLM063,5/15/24,Payment,7420,Medical,Policyholder,USD
CLM189,2/16/24,Payment,36615,Indemnity,Vendor,USD
CLM066,2/19/24,Expense,411,Replacement,Legal Counsel,USD
CLM036,6/27/24,Expense,2131,Replacement,Legal Counsel,USD
CLM169,5/24/24,Payment,43551,Medical,Policyholder,USD
CLM194,4/3/24,Expense,4740,Replacement,Legal Counsel,USD
CLM129,1/20/24,Expense,1079,Replacement,Legal Counsel,USD
CLM126,1/17/24,Expense,3601,Replacement,Investigator,USD
CLM135,6/26/24,Expense,1358,Replacement,Legal Counsel,USD
CLM062,4/27/24,Payment,3636,Legal,Medical Provider,USD
CLM156,6/12/24,Expense,3625,Investigation,Legal Counsel,USD
CLM042,2/7/24,Expense,754,Investigation,Investigator,USD
CLM037,5/28/24,Expense,582,Investigation,Investigator,USD
CLM116,2/2/24,Expense,241,Investigation,Legal Counsel,USD
CLM125,1/13/24,Payment,41952,Legal,Medical Provider,USD
CLM162,1/12/24,Expense,2947,Investigation,Investigator,USD
CLM010,6/7/24,Expense,4856,Investigation,Investigator,USD
CLM011,3/25/24,Expense,548,Investigation,Legal Counsel,USD
CLM130,3/22/24,Expense,1244,Replacement,Investigator,USD
CLM053,3/25/24,Payment,20648,Repair,Vendor,USD
CLM008,4/11/24,Expense,4431,Replacement,Legal Counsel,USD
CLM058,6/10/24,Expense,994,Replacement,Legal Counsel,USD
CLM166,1/27/24,Expense,999,Replacement,Legal Counsel,USD
CLM173,3/9/24,Expense,252,Replacement,Investigator,USD
CLM004,3/23/24,Payment,29099,Legal,Vendor,USD
CLM138,2/8/24,Expense,2967,Investigation,Legal Counsel,USD
CLM191,4/27/24,Payment,17799,Medical,Vendor,USD
CLM072,3/24/24,Payment,38393,Indemnity,Vendor,USD
CLM168,6/11/24,Payment,17479,Indemnity,Vendor,USD
CLM042,2/7/24,Payment,33860,Indemnity,Vendor,USD
CLM050,6/23/24,Payment,13078,Medical,Medical Provider,USD
CLM189,3/18/24,Expense,1950,Replacement,Investigator,USD
CLM163,5/31/24,Expense,2020,Replacement,Investigator,USD
CLM176,3/21/24,Payment,23491,Repair,Medical Provider,USD
CLM063,6/6/24,Payment,38644,Indemnity,Policyholder,USD
CLM118,2/22/24,Expense,4900,Replacement,Investigator,USD
CLM079,5/25/24,Expense,940,Replacement,Legal Counsel,USD
CLM123,5/1/24,Expense,2069,Replacement,Legal Counsel,USD
CLM038,6/14/24,Payment,6383,Indemnity,Medical Provider,USD
CLM170,2/21/24,Expense,1137,Replacement,Investigator,USD
CLM137,6/3/24,Payment,11439,Repair,Policyholder,USD
CLM036,1/9/24,Payment,3335,Repair,Vendor,USD
CLM176,6/14/24,Expense,1887,Replacement,Investigator,USD
CLM033,6/6/24,Expense,328,Replacement,Legal Counsel,USD
CLM041,5/9/24,Expense,3257,Investigation,Investigator,USD
CLM086,5/24/24,Payment,38642,Legal,Medical Provider,USD
CLM122,2/13/24,Expense,4159,Investigation,Legal Counsel,USD
CLM070,5/27/24,Expense,3985,Investigation,Investigator,USD
CLM150,3/11/24,Expense,1895,Replacement,Legal Counsel,USD
CLM185,1/31/24,Payment,25736,Repair,Medical Provider,USD
CLM067,4/23/24,Expense,525,Replacement,Legal Counsel,USD
CLM068,5/25/24,Payment,30514,Medical,Medical Provider,USD
CLM187,6/16/24,Expense,4261,Investigation,Investigator,USD
CLM067,5/10/24,Payment,27137,Medical,Vendor,USD
CLM197,5/26/24,Expense,1510,Replacement,Legal Counsel,USD
CLM024,5/21/24,Expense,4490,Investigation,Legal Counsel,USD
CLM176,6/16/24,Payment,19190,Repair,Vendor,USD
CLM096,2/27/24,Payment,31229,Legal,Medical Provider,USD
CLM084,6/21/24,Expense,3677,Investigation,Legal Counsel,USD
CLM109,6/11/24,Payment,32500,Legal,Medical Provider,USD
CLM019,4/18/24,Payment,35653,Indemnity,Policyholder,USD
CLM095,2/5/24,Payment,18964,Indemnity,Vendor,USD
CLM108,6/4/24,Expense,2107,Investigation,Investigator,USD
CLM091,1/27/24,Expense,1106,Investigation,Legal Counsel,USD
CLM112,1/5/24,Expense,3854,Investigation,Legal Counsel,USD
CLM135,2/8/24,Payment,14289,Legal,Medical Provider,USD
CLM174,3/4/24,Payment,29947,Medical,Policyholder,USD
CLM165,3/22/24,Expense,4674,Replacement,Investigator,USD
CLM167,1/30/24,Expense,3356,Replacement,Legal Counsel,USD
CLM122,1/17/24,Payment,31447,Legal,Policyholder,USD
CLM039,2/29/24,Expense,445,Replacement,Investigator,USD
CLM069,4/23/24,Expense,1993,Investigation,Legal Counsel,USD
CLM162,2/24/24,Payment,42608,Repair,Medical Provider,USD
CLM183,2/13/24,Payment,26852,Indemnity,Medical Provider,USD
CLM193,5/15/24,Payment,39982,Indemnity,Vendor,USD
CLM050,6/8/24,Payment,46352,Indemnity,Vendor,USD
CLM147,1/18/24,Expense,497,Investigation,Investigator,USD
CLM040,2/2/24,Expense,3061,Investigation,Investigator,USD
CLM131,2/16/24,Payment,6449,Indemnity,Policyholder,USD
CLM156,6/14/24,Payment,13966,Legal,Policyholder,USD
CLM182,4/9/24,Payment,14680,Indemnity,Policyholder,USD
CLM115,5/31/24,Expense,879,Replacement,Legal Counsel,USD
CLM038,6/18/24,Expense,442,Investigation,Legal Counsel,USD
CLM147,4/4/24,Payment,23717,Repair,Vendor,USD
CLM147,2/2/24,Payment,12762,Indemnity,Vendor,USD
CLM096,6/21/24,Payment,40156,Medical,Medical Provider,USD
CLM005,1/24/24,Payment,21991,Indemnity,Policyholder,USD
CLM058,5/16/24,Payment,17912,Indemnity,Medical Provider,USD
CLM154,5/4/24,Payment,17511,Legal,Medical Provider,USD
CLM085,3/27/24,Expense,2047,Replacement,Legal Counsel,USD
CLM120,4/17/24,Expense,2947,Replacement,Investigator,USD
CLM190,3/19/24,Payment,9659,Indemnity,Policyholder,USD
CLM098,2/5/24,Payment,30783,Indemnity,Medical Provider,USD
CLM037,5/26/24,Expense,242,Replacement,Investigator,USD
CLM056,4/9/24,Payment,7881,Repair,Medical Provider,USD
CLM032,6/23/24,Expense,934,Replacement,Legal Counsel,USD
CLM141,4/8/24,Expense,2441,Investigation,Legal Counsel,USD
CLM136,1/27/24,Payment,36192,Indemnity,Vendor,USD
CLM035,3/9/24,Payment,28326,Legal,Medical Provider,USD
CLM091,1/16/24,Expense,4934,Replacement,Investigator,USD
CLM032,3/15/24,Expense,1467,Replacement,Investigator,USD
CLM196,1/6/24,Payment,2859,Medical,Medical Provider,USD
CLM090,5/10/24,Expense,4085,Replacement,Investigator,USD
CLM070,3/27/24,Expense,4089,Investigation,Investigator,USD
CLM047,6/28/24,Expense,4968,Investigation,Investigator,USD
CLM043,1/25/24,Payment,33176,Medical,Vendor,USD
CLM163,1/7/24,Expense,3072,Investigation,Investigator,USD
CLM175,5/20/24,Expense,4803,Replacement,Investigator,USD
CLM007,2/4/24,Expense,2433,Investigation,Legal Counsel,USD
CLM193,6/22/24,Expense,2989,Investigation,Legal Counsel,USD
CLM147,2/12/24,Payment,18700,Indemnity,Policyholder,USD
CLM195,3/5/24,Expense,3942,Replacement,Investigator,USD
CLM174,1/3/24,Expense,4025,Investigation,Investigator,USD
CLM064,5/4/24,Expense,96,Replacement,Investigator,USD
CLM068,1/1/24,Payment,37108,Indemnity,Vendor,USD
CLM035,1/3/24,Expense,412,Investigation,Legal Counsel,USD
CLM159,5/19/24,Payment,5313,Medical,Vendor,USD
CLM033,1/9/24,Payment,11977,Repair,Policyholder,USD
CLM151,2/24/24,Expense,4910,Investigation,Legal Counsel,USD
CLM133,5/2/24,Payment,24854,Medical,Medical Provider,USD
CLM176,3/28/24,Expense,2336,Investigation,Investigator,USD
CLM003,6/15/24,Expense,3495,Investigation,Legal Counsel,USD
CLM110,5/4/24,Expense,3888,Replacement,Investigator,USD
CLM082,1/12/24,Payment,13960,Indemnity,Policyholder,USD
CLM186,2/25/24,Payment,12283,Medical,Vendor,USD
CLM062,5/5/24,Expense,4270,Investigation,Investigator,USD
CLM047,2/14/24,Expense,1938,Investigation,Investigator,USD
CLM051,3/20/24,Payment,2629,Medical,Policyholder,USD
CLM034,6/29/24,Payment,9972,Repair,Policyholder,USD
CLM043,3/2/24,Expense,3391,Investigation,Legal Counsel,USD
CLM056,3/16/24,Expense,1229,Replacement,Legal Counsel,USD
CLM122,6/25/24,Expense,1944,Replacement,Investigator,USD
CLM044,3/18/24,Expense,3671,Replacement,Investigator,USD
CLM036,6/25/24,Expense,1694,Replacement,Investigator,USD
CLM091,2/24/24,Payment,46495,Repair,Medical Provider,USD
CLM138,5/8/24,Payment,46652,Indemnity,Medical Provider,USD
CLM003,4/29/24,Expense,1142,Investigation,Legal Counsel,USD
CLM102,4/16/24,Expense,2282,Replacement,Investigator,USD
CLM156,2/4/24,Payment,1550,Repair,Medical Provider,USD
CLM071,1/2/24,Payment,38761,Indemnity,Policyholder,USD
CLM135,6/30/24,Expense,2075,Replacement,Investigator,USD
CLM068,3/29/24,Payment,12206,Repair,Medical Provider,USD
CLM102,4/28/24,Payment,13272,Indemnity,Vendor,USD
CLM152,6/27/24,Payment,552,Repair,Vendor,USD
CLM178,6/25/24,Payment,15079,Repair,Policyholder,USD
CLM085,1/17/24,Expense,307,Investigation,Investigator,USD
CLM153,4/12/24,Payment,11651,Legal,Policyholder,USD
CLM120,2/6/24,Payment,36464,Indemnity,Medical Provider,USD
CLM016,2/18/24,Payment,22907,Medical,Policyholder,USD
CLM064,5/1/24,Payment,39425,Indemnity,Vendor,USD
CLM014,4/20/24,Expense,285,Investigation,Investigator,USD
CLM091,2/14/24,Expense,2708,Investigation,Legal Counsel,USD
CLM054,2/14/24,Expense,2437,Replacement,Investigator,USD
CLM095,5/30/24,Payment,17810,Legal,Vendor,USD
CLM200,3/15/24,Payment,36096,Repair,Medical Provider,USD
CLM034,1/27/24,Expense,4057,Investigation,Investigator,USD
CLM065,6/2/24,Expense,1137,Replacement,Investigator,USD
CLM111,3/22/24,Expense,856,Replacement,Legal Counsel,USD
CLM025,2/25/24,Payment,4724,Medical,Medical Provider,USD
CLM165,2/20/24,Expense,1777,Investigation,Investigator,USD
CLM042,5/13/24,Expense,2982,Replacement,Investigator,USD
CLM117,2/24/24,Expense,2996,Investigation,Investigator,USD
CLM089,6/27/24,Expense,921,Investigation,Investigator,USD
CLM105,5/28/24,Expense,4917,Replacement,Investigator,USD
CLM142,3/7/24,Expense,1219,Replacement,Investigator,USD
CLM005,4/3/24,Payment,35857,Indemnity,Medical Provider,USD
CLM101,4/27/24,Payment,34417,Indemnity,Vendor,USD
CLM134,3/18/24,Payment,33292,Legal,Vendor,USD
CLM200,6/17/24,Expense,2780,Investigation,Legal Counsel,USD
CLM047,4/24/24,Expense,3835,Investigation,Investigator,USD
CLM070,3/5/24,Payment,49389,Repair,Medical Provider,USD
CLM022,3/29/24,Expense,209,Investigation,Investigator,USD
CLM172,4/25/24,Payment,34450,Legal,Policyholder,USD
CLM116,3/31/24,Expense,3981,Replacement,Legal Counsel,USD
CLM198,5/16/24,Expense,1729,Investigation,Legal Counsel,USD
CLM052,6/8/24,Expense,417,Replacement,Legal Counsel,USD
CLM002,1/12/24,Payment,20867,Repair,Medical Provider,USD
CLM122,5/6/24,Expense,156,Replacement,Legal Counsel,USD
CLM029,5/27/24,Expense,1552,Replacement,Legal Counsel,USD
CLM199,6/20/24,Expense,3397,Replacement,Investigator,USD
CLM095,5/1/24,Expense,4605,Investigation,Investigator,USD
CLM052,6/14/24,Expense,3636,Replacement,Legal Counsel,USD
CLM158,6/18/24,Payment,792,Repair,Medical Provider,USD
CLM134,4/14/24,Expense,587,Investigation,Legal Counsel,USD
CLM016,1/21/24,Payment,16087,Repair,Vendor,USD
CLM173,4/24/24,Expense,457,Investigation,Legal Counsel,USD
CLM161,2/10/24,Expense,4034,Investigation,Legal Counsel,USD
CLM041,5/8/24,Payment,28380,Medical,Vendor,USD
CLM062,1/21/24,Expense,3324,Replacement,Investigator,USD
CLM048,1/10/24,Expense,4046,Investigation,Legal Counsel,USD
CLM124,6/22/24,Expense,2649,Replacement,Legal Counsel,USD
CLM083,5/3/24,Payment,22349,Medical,Vendor,USD
CLM024,1/29/24,Expense,1311,Replacement,Investigator,USD
CLM004,1/4/24,Payment,1953,Medical,Policyholder,USD
CLM014,6/17/24,Expense,3993,Investigation,Investigator,USD
CLM099,1/21/24,Expense,3465,Replacement,Legal Counsel,USD
CLM053,1/14/24,Payment,5909,Legal,Medical Provider,USD
CLM121,5/13/24,Payment,28772,Repair,Medical Provider,USD
CLM153,1/4/24,Payment,10936,Repair,Vendor,USD
CLM175,2/17/24,Payment,33651,Repair,Vendor,USD
CLM187,4/23/24,Expense,2822,Investigation,Investigator,USD
CLM047,5/6/24,Expense,868,Investigation,Investigator,USD
CLM079,2/10/24,Payment,12868,Legal,Vendor,USD
CLM056,3/13/24,Expense,3781,Investigation,Investigator,USD
CLM032,4/1/24,Expense,2126,Replacement,Legal Counsel,USD
CLM099,3/16/24,Payment,6667,Medical,Medical Provider,USD
CLM194,4/7/24,Payment,30225,Legal,Vendor,USD
CLM098,1/19/24,Expense,4026,Investigation,Investigator,USD
CLM149,3/22/24,Payment,23528,Medical,Policyholder,USD
CLM110,5/8/24,Expense,2304,Investigation,Legal Counsel,USD
CLM138,6/2/24,Payment,33146,Medical,Vendor,USD
CLM080,6/27/24,Payment,20305,Repair,Vendor,USD
CLM190,5/4/24,Expense,4302,Replacement,Legal Counsel,USD
CLM111,6/6/24,Payment,39682,Legal,Vendor,USD
CLM099,2/19/24,Payment,44820,Indemnity,Vendor,USD
CLM021,1/2/24,Payment,34325,Legal,Medical Provider,USD
CLM049,4/23/24,Payment,11234,Indemnity,Vendor,USD
