Claim ID,Milestone Name,Milestone Date,Duration in Stage
CLM0711,Initial Contact Made,1/20/24,1
CLM0711,Investigation Complete,2/2/24,13
CLM0712,Claim Assigned,1/10/24,0
CLM0712,Initial Contact Made,1/11/24,1
CLM0713,Claim Assigned,2/18/24,0
CLM0713,Initial Contact Made,2/19/24,1
CLM0713,Investigation Complete,3/14/24,24
CLM0713,Settlement Offer Made,3/21/24,7
CLM0713,Claim Closed,3/30/24,9
CLM0714,Claim Assigned,3/2/24,0
CLM0714,Initial Contact Made,3/3/24,1
CLM0715,Claim Assigned,2/12/24,0
CLM0715,Initial Contact Made,2/13/24,1
CLM0715,Investigation Complete,3/12/24,28
CLM0715,Settlement Offer Made,3/16/24,4
CLM0716,Claim Assigned,1/11/24,0
CLM0716,Initial Contact Made,1/12/24,1
CLM0716,Investigation Complete,1/22/24,10
CLM0716,Settlement Offer Made,2/5/24,14
CLM0716,Claim Closed,2/9/24,4
CLM0717,Claim Assigned,3/25/24,0
CLM0717,Initial Contact Made,3/26/24,1
CLM0717,Investigation Complete,4/16/24,21
CLM0717,Settlement Offer Made,4/20/24,4
CLM0717,Claim Closed,4/28/24,8
CLM0718,Claim Assigned,2/21/24,0
CLM0718,Initial Contact Made,2/22/24,1
CLM0718,Investigation Complete,3/17/24,24
CLM0719,Claim Assigned,2/21/24,0
CLM0719,Initial Contact Made,2/22/24,1
CLM0719,Investigation Complete,3/31/24,38
CLM0720,Claim Assigned,3/31/24,0
CLM0720,Initial Contact Made,4/1/24,1
CLM0720,Investigation Complete,5/5/24,34
CLM0720,Settlement Offer Made,5/17/24,12
CLM0721,Claim Assigned,3/30/24,0
CLM0721,Initial Contact Made,3/31/24,1
CLM0721,Investigation Complete,4/10/24,10
CLM0721,Settlement Offer Made,4/18/24,8
CLM0721,Claim Closed,4/29/24,11
CLM0722,Claim Assigned,1/18/24,0
CLM0722,Initial Contact Made,1/19/24,1
CLM0722,Investigation Complete,2/6/24,18
CLM0722,Settlement Offer Made,2/19/24,13
CLM0723,Claim Assigned,1/25/24,0
CLM0723,Initial Contact Made,1/26/24,1
CLM0724,Claim Assigned,3/18/24,0
CLM0724,Initial Contact Made,3/19/24,1
CLM0725,Claim Assigned,1/18/24,0
CLM0725,Initial Contact Made,1/19/24,1
CLM0726,Claim Assigned,2/9/24,0
CLM0726,Initial Contact Made,2/10/24,1
CLM0727,Claim Assigned,2/24/24,0
CLM0727,Initial Contact Made,2/25/24,1
CLM0727,Investigation Complete,3/26/24,30
CLM0728,Claim Assigned,2/29/24,0
CLM0728,Initial Contact Made,3/1/24,1
CLM0729,Claim Assigned,2/10/24,0
CLM0729,Initial Contact Made,2/11/24,1
CLM0729,Investigation Complete,2/21/24,10
CLM0730,Claim Assigned,3/16/24,0
CLM0730,Initial Contact Made,3/17/24,1
CLM0730,Investigation Complete,4/18/24,32
CLM0731,Claim Assigned,1/12/24,0
CLM0731,Initial Contact Made,1/13/24,1
CLM0731,Investigation Complete,2/14/24,32
CLM0732,Claim Assigned,3/27/24,0
CLM0732,Initial Contact Made,3/28/24,1
CLM0733,Claim Assigned,2/15/24,0
CLM0733,Initial Contact Made,2/16/24,1
CLM0733,Investigation Complete,3/7/24,20
CLM0733,Settlement Offer Made,3/20/24,13
CLM0734,Claim Assigned,1/1/24,0
CLM0734,Initial Contact Made,1/2/24,1
CLM0734,Investigation Complete,1/27/24,25
CLM0734,Settlement Offer Made,2/11/24,15
CLM0735,Claim Assigned,3/24/24,0
CLM0735,Initial Contact Made,3/25/24,1
CLM0735,Investigation Complete,4/6/24,12
CLM0735,Settlement Offer Made,4/14/24,8
CLM0735,Claim Closed,4/20/24,6
CLM0736,Claim Assigned,1/21/24,0
CLM0736,Initial Contact Made,1/22/24,1
CLM0736,Investigation Complete,2/17/24,26
CLM0737,Claim Assigned,1/16/24,0
CLM0737,Initial Contact Made,1/17/24,1
CLM0737,Investigation Complete,2/15/24,29
CLM0737,Settlement Offer Made,3/1/24,15
CLM0737,Claim Closed,3/4/24,3
CLM0738,Claim Assigned,3/3/24,0
CLM0738,Initial Contact Made,3/4/24,1
CLM0738,Investigation Complete,3/25/24,21
CLM0738,Settlement Offer Made,3/30/24,5
CLM0738,Claim Closed,4/12/24,13
CLM0739,Claim Assigned,3/12/24,0
CLM0739,Initial Contact Made,3/13/24,1
CLM0739,Investigation Complete,4/9/24,27
CLM0740,Claim Assigned,3/14/24,0
CLM0740,Initial Contact Made,3/15/24,1
CLM0740,Investigation Complete,4/4/24,20
CLM0740,Settlement Offer Made,4/18/24,14
CLM0741,Claim Assigned,1/10/24,0
CLM0741,Initial Contact Made,1/11/24,1
CLM0741,Investigation Complete,2/16/24,36
CLM0742,Claim Assigned,1/12/24,0
CLM0742,Initial Contact Made,1/13/24,1
CLM0742,Investigation Complete,1/31/24,18
CLM0742,Settlement Offer Made,2/5/24,5
CLM0743,Claim Assigned,3/19/24,0
CLM0743,Initial Contact Made,3/20/24,1
CLM0743,Investigation Complete,4/16/24,27
CLM0744,Claim Assigned,1/12/24,0
CLM0744,Initial Contact Made,1/13/24,1
CLM0744,Investigation Complete,2/7/24,25
CLM0745,Claim Assigned,3/27/24,0
CLM0745,Initial Contact Made,3/28/24,1
CLM0746,Claim Assigned,3/15/24,0
CLM0746,Initial Contact Made,3/16/24,1
CLM0746,Investigation Complete,4/13/24,28
CLM0746,Settlement Offer Made,4/18/24,5
CLM0747,Claim Assigned,3/20/24,0
CLM0747,Initial Contact Made,3/21/24,1
CLM0748,Claim Assigned,3/19/24,0
CLM0748,Initial Contact Made,3/20/24,1
CLM0749,Claim Assigned,1/7/24,0
CLM0749,Initial Contact Made,1/8/24,1
CLM0749,Investigation Complete,2/3/24,26
CLM0750,Claim Assigned,1/5/24,0
CLM0750,Initial Contact Made,1/6/24,1
CLM0750,Investigation Complete,2/10/24,35
CLM0750,Settlement Offer Made,2/18/24,8
CLM0751,Claim Assigned,1/14/24,0
CLM0751,Initial Contact Made,1/15/24,1
CLM0752,Claim Assigned,2/13/24,0
CLM0752,Initial Contact Made,2/14/24,1
CLM0752,Investigation Complete,3/19/24,34
CLM0752,Settlement Offer Made,4/1/24,13
CLM0752,Claim Closed,4/14/24,13
CLM0753,Claim Assigned,3/23/24,0
CLM0753,Initial Contact Made,3/24/24,1
CLM0753,Investigation Complete,4/27/24,34
CLM0753,Settlement Offer Made,5/11/24,14
CLM0754,Claim Assigned,1/28/24,0
CLM0754,Initial Contact Made,1/29/24,1
CLM0755,Claim Assigned,2/19/24,0
CLM0755,Initial Contact Made,2/20/24,1
CLM0755,Investigation Complete,3/7/24,16
CLM0755,Settlement Offer Made,3/10/24,3
CLM0755,Claim Closed,3/18/24,8
CLM0756,Claim Assigned,3/20/24,0
CLM0756,Initial Contact Made,3/21/24,1
CLM0756,Investigation Complete,4/18/24,28
CLM0756,Settlement Offer Made,4/27/24,9
CLM0757,Claim Assigned,1/22/24,0
CLM0757,Initial Contact Made,1/23/24,1
CLM0757,Investigation Complete,2/5/24,13
CLM0758,Claim Assigned,3/25/24,0
CLM0758,Initial Contact Made,3/26/24,1
CLM0758,Investigation Complete,4/26/24,31
CLM0758,Settlement Offer Made,5/10/24,14
CLM0759,Claim Assigned,3/10/24,0
CLM0759,Initial Contact Made,3/11/24,1
CLM0759,Investigation Complete,4/17/24,37
CLM0760,Claim Assigned,1/10/24,0
CLM0760,Initial Contact Made,1/11/24,1
CLM0760,Investigation Complete,2/20/24,40
CLM0761,Claim Assigned,1/30/24,0
CLM0761,Initial Contact Made,1/31/24,1
CLM0762,Claim Assigned,2/26/24,0
CLM0762,Initial Contact Made,2/27/24,1
CLM0762,Investigation Complete,3/28/24,30
CLM0762,Settlement Offer Made,4/5/24,8
CLM0763,Claim Assigned,3/25/24,0
CLM0763,Initial Contact Made,3/26/24,1
CLM0764,Claim Assigned,1/21/24,0
CLM0764,Initial Contact Made,1/22/24,1
CLM0764,Investigation Complete,2/5/24,14
CLM0765,Claim Assigned,2/8/24,0
CLM0765,Initial Contact Made,2/9/24,1
CLM0765,Investigation Complete,2/25/24,16
CLM0766,Claim Assigned,3/26/24,0
CLM0766,Initial Contact Made,3/27/24,1
CLM0766,Investigation Complete,5/1/24,35
CLM0766,Settlement Offer Made,5/16/24,15
CLM0767,Claim Assigned,3/9/24,0
CLM0767,Initial Contact Made,3/10/24,1
CLM0767,Investigation Complete,4/19/24,40
CLM0767,Settlement Offer Made,4/30/24,11
CLM0767,Claim Closed,5/8/24,8
CLM0768,Claim Assigned,3/8/24,0
CLM0768,Initial Contact Made,3/9/24,1
CLM0768,Investigation Complete,4/12/24,34
CLM0769,Claim Assigned,3/30/24,0
CLM0769,Initial Contact Made,3/31/24,1
CLM0769,Investigation Complete,4/24/24,24
CLM0769,Settlement Offer Made,5/7/24,13
CLM0770,Claim Assigned,1/16/24,0
CLM0770,Initial Contact Made,1/17/24,1
CLM0770,Investigation Complete,2/9/24,23
CLM0770,Settlement Offer Made,2/15/24,6
CLM0770,Claim Closed,2/25/24,10
CLM0771,Claim Assigned,2/8/24,0
CLM0771,Initial Contact Made,2/9/24,1
CLM0771,Investigation Complete,3/19/24,39
CLM0772,Claim Assigned,2/1/24,0
CLM0772,Initial Contact Made,2/2/24,1
CLM0773,Claim Assigned,2/5/24,0
CLM0773,Initial Contact Made,2/6/24,1
CLM0773,Investigation Complete,3/16/24,39
CLM0774,Claim Assigned,3/29/24,0
CLM0774,Initial Contact Made,3/30/24,1
CLM0774,Investigation Complete,4/16/24,17
CLM0774,Settlement Offer Made,5/1/24,15
CLM0774,Claim Closed,5/5/24,4
CLM0775,Claim Assigned,1/14/24,0
CLM0775,Initial Contact Made,1/15/24,1
CLM0776,Claim Assigned,3/4/24,0
CLM0776,Initial Contact Made,3/5/24,1
CLM0777,Claim Assigned,3/12/24,0
CLM0777,Initial Contact Made,3/13/24,1
CLM0777,Investigation Complete,4/20/24,38
CLM0777,Settlement Offer Made,4/30/24,10
CLM0778,Claim Assigned,2/23/24,0
CLM0778,Initial Contact Made,2/24/24,1
CLM0779,Claim Assigned,1/26/24,0
CLM0779,Initial Contact Made,1/27/24,1
CLM0780,Claim Assigned,2/10/24,0
CLM0780,Initial Contact Made,2/11/24,1
CLM0780,Investigation Complete,3/15/24,33
CLM0780,Settlement Offer Made,3/22/24,7
CLM0781,Claim Assigned,2/22/24,0
CLM0781,Initial Contact Made,2/23/24,1
CLM0781,Investigation Complete,3/9/24,15
CLM0781,Settlement Offer Made,3/24/24,15
CLM0781,Claim Closed,4/5/24,12
CLM0782,Claim Assigned,1/24/24,0
CLM0782,Initial Contact Made,1/25/24,1
CLM0783,Claim Assigned,3/25/24,0
CLM0783,Initial Contact Made,3/26/24,1
CLM0784,Claim Assigned,1/26/24,0
CLM0784,Initial Contact Made,1/27/24,1
CLM0785,Claim Assigned,2/21/24,0
CLM0785,Initial Contact Made,2/22/24,1
CLM0785,Investigation Complete,3/17/24,24
CLM0786,Claim Assigned,1/7/24,0
CLM0786,Initial Contact Made,1/8/24,1
CLM0786,Investigation Complete,2/17/24,40
CLM0786,Settlement Offer Made,3/2/24,14
CLM0787,Claim Assigned,2/10/24,0
CLM0787,Initial Contact Made,2/11/24,1
CLM0788,Claim Assigned,3/21/24,0
CLM0788,Initial Contact Made,3/22/24,1
CLM0788,Investigation Complete,4/2/24,11
CLM0788,Settlement Offer Made,4/16/24,14
CLM0788,Claim Closed,4/27/24,11
CLM0789,Claim Assigned,3/26/24,0
CLM0789,Initial Contact Made,3/27/24,1
CLM0790,Claim Assigned,1/15/24,0
CLM0790,Initial Contact Made,1/16/24,1
CLM0791,Claim Assigned,2/28/24,0
CLM0791,Initial Contact Made,2/29/24,1
CLM0791,Investigation Complete,3/12/24,12
CLM0791,Settlement Offer Made,3/21/24,9
CLM0791,Claim Closed,4/3/24,13
CLM0792,Claim Assigned,3/20/24,0
CLM0792,Initial Contact Made,3/21/24,1
CLM0793,Claim Assigned,1/17/24,0
CLM0793,Initial Contact Made,1/18/24,1
CLM0793,Investigation Complete,2/16/24,29
CLM0794,Claim Assigned,3/1/24,0
CLM0794,Initial Contact Made,3/2/24,1
CLM0794,Investigation Complete,3/14/24,12
CLM0794,Settlement Offer Made,3/25/24,11
CLM0794,Claim Closed,3/28/24,3
CLM0795,Claim Assigned,2/16/24,0
CLM0795,Initial Contact Made,2/17/24,1
CLM0795,Investigation Complete,3/12/24,24
CLM0795,Settlement Offer Made,3/26/24,14
CLM0796,Claim Assigned,3/18/24,0
CLM0796,Initial Contact Made,3/19/24,1
CLM0796,Investigation Complete,4/18/24,30
CLM0797,Claim Assigned,3/21/24,0
CLM0797,Initial Contact Made,3/22/24,1
CLM0797,Investigation Complete,4/22/24,31
CLM0798,Claim Assigned,1/18/24,0
CLM0798,Initial Contact Made,1/19/24,1
CLM0798,Investigation Complete,2/6/24,18
CLM0798,Settlement Offer Made,2/9/24,3
CLM0798,Claim Closed,2/20/24,11
CLM0799,Claim Assigned,3/17/24,0
CLM0799,Initial Contact Made,3/18/24,1
CLM0799,Investigation Complete,4/4/24,17
CLM0799,Settlement Offer Made,4/18/24,14
CLM0800,Claim Assigned,1/23/24,0
CLM0800,Initial Contact Made,1/24/24,1
CLM0801,Claim Assigned,1/24/24,0
CLM0801,Initial Contact Made,1/25/24,1
CLM0801,Investigation Complete,2/19/24,25
CLM0801,Settlement Offer Made,2/29/24,10
CLM0802,Claim Assigned,1/25/24,0
CLM0802,Initial Contact Made,1/26/24,1
CLM0802,Investigation Complete,2/20/24,25
CLM0802,Settlement Offer Made,2/27/24,7
CLM0802,Claim Closed,3/1/24,3
CLM0803,Claim Assigned,2/27/24,0
CLM0803,Initial Contact Made,2/28/24,1
CLM0803,Investigation Complete,3/25/24,26
CLM0804,Claim Assigned,2/26/24,0
CLM0804,Initial Contact Made,2/27/24,1
CLM0804,Investigation Complete,3/20/24,22
CLM0804,Settlement Offer Made,4/2/24,13
CLM0804,Claim Closed,4/7/24,5
CLM0805,Claim Assigned,1/19/24,0
CLM0805,Initial Contact Made,1/20/24,1
CLM0806,Claim Assigned,2/3/24,0
CLM0806,Initial Contact Made,2/4/24,1
CLM0806,Investigation Complete,3/13/24,38
CLM0806,Settlement Offer Made,3/21/24,8
CLM0807,Claim Assigned,2/4/24,0
CLM0807,Initial Contact Made,2/5/24,1
CLM0807,Investigation Complete,3/2/24,26
CLM0807,Settlement Offer Made,3/16/24,14
CLM0807,Claim Closed,3/31/24,15
CLM0808,Claim Assigned,2/15/24,0
CLM0808,Initial Contact Made,2/16/24,1
CLM0808,Investigation Complete,3/15/24,28
CLM0808,Settlement Offer Made,3/25/24,10
CLM0808,Claim Closed,4/2/24,8
CLM0809,Claim Assigned,1/1/24,0
CLM0809,Initial Contact Made,1/2/24,1
CLM0809,Investigation Complete,1/21/24,19
CLM0810,Claim Assigned,2/7/24,0
CLM0810,Initial Contact Made,2/8/24,1
CLM0811,Claim Assigned,1/26/24,0
CLM0811,Initial Contact Made,1/27/24,1
CLM0811,Investigation Complete,2/11/24,15
CLM0811,Settlement Offer Made,2/17/24,6
CLM0811,Claim Closed,3/3/24,15
CLM0812,Claim Assigned,2/7/24,0
CLM0812,Initial Contact Made,2/8/24,1
CLM0812,Investigation Complete,3/2/24,23
CLM0812,Settlement Offer Made,3/7/24,5
CLM0813,Claim Assigned,3/11/24,0
CLM0813,Initial Contact Made,3/12/24,1
CLM0813,Investigation Complete,3/26/24,14
CLM0813,Settlement Offer Made,4/10/24,15
CLM0814,Claim Assigned,3/10/24,0
CLM0814,Initial Contact Made,3/11/24,1
CLM0814,Investigation Complete,3/23/24,12
CLM0815,Claim Assigned,1/8/24,0
CLM0815,Initial Contact Made,1/9/24,1
CLM0816,Claim Assigned,3/29/24,0
CLM0816,Initial Contact Made,3/30/24,1
CLM0816,Investigation Complete,4/26/24,27
CLM0816,Settlement Offer Made,5/1/24,5
CLM0817,Claim Assigned,3/10/24,0
CLM0817,Initial Contact Made,3/11/24,1
CLM0817,Investigation Complete,4/5/24,25
CLM0817,Settlement Offer Made,4/12/24,7
CLM0818,Claim Assigned,3/8/24,0
CLM0818,Initial Contact Made,3/9/24,1
CLM0818,Investigation Complete,4/2/24,24
CLM0819,Claim Assigned,2/14/24,0
CLM0819,Initial Contact Made,2/15/24,1
CLM0819,Investigation Complete,3/2/24,16
CLM0819,Settlement Offer Made,3/16/24,14
CLM0820,Claim Assigned,2/20/24,0
CLM0820,Initial Contact Made,2/21/24,1
CLM0820,Investigation Complete,3/24/24,32
CLM0821,Claim Assigned,3/8/24,0
CLM0821,Initial Contact Made,3/9/24,1
CLM0821,Investigation Complete,3/20/24,11
CLM0822,Claim Assigned,3/20/24,0
CLM0822,Initial Contact Made,3/21/24,1
CLM0822,Investigation Complete,4/11/24,21
CLM0823,Claim Assigned,2/20/24,0
CLM0823,Initial Contact Made,2/21/24,1
CLM0823,Investigation Complete,3/14/24,22
CLM0824,Claim Assigned,1/18/24,0
CLM0824,Initial Contact Made,1/19/24,1
CLM0824,Investigation Complete,2/25/24,37
CLM0824,Settlement Offer Made,3/6/24,10
CLM0825,Claim Assigned,2/27/24,0
CLM0825,Initial Contact Made,2/28/24,1
CLM0825,Investigation Complete,3/26/24,27
CLM0826,Claim Assigned,1/29/24,0
CLM0826,Initial Contact Made,1/30/24,1
CLM0827,Claim Assigned,3/11/24,0
CLM0827,Initial Contact Made,3/12/24,1
CLM0827,Investigation Complete,4/19/24,38
CLM0827,Settlement Offer Made,4/27/24,8
CLM0828,Claim Assigned,3/9/24,0
CLM0828,Initial Contact Made,3/10/24,1
CLM0828,Investigation Complete,4/17/24,38
CLM0829,Claim Assigned,3/9/24,0
CLM0829,Initial Contact Made,3/10/24,1
CLM0829,Investigation Complete,4/15/24,36
CLM0830,Claim Assigned,2/29/24,0
CLM0830,Initial Contact Made,3/1/24,1
CLM0830,Investigation Complete,3/13/24,12
CLM0830,Settlement Offer Made,3/21/24,8
CLM0831,Claim Assigned,2/14/24,0
CLM0831,Initial Contact Made,2/15/24,1
CLM0832,Claim Assigned,2/28/24,0
CLM0832,Initial Contact Made,2/29/24,1
CLM0833,Claim Assigned,2/16/24,0
CLM0833,Initial Contact Made,2/17/24,1
CLM0833,Investigation Complete,3/12/24,24
CLM0834,Claim Assigned,3/25/24,0
CLM0834,Initial Contact Made,3/26/24,1
CLM0834,Investigation Complete,4/7/24,12
CLM0834,Settlement Offer Made,4/22/24,15
CLM0834,Claim Closed,5/6/24,14
CLM0835,Claim Assigned,2/6/24,0
CLM0835,Initial Contact Made,2/7/24,1
CLM0835,Investigation Complete,2/18/24,11
CLM0835,Settlement Offer Made,2/22/24,4
CLM0835,Claim Closed,2/27/24,5
CLM0836,Claim Assigned,3/5/24,0
CLM0836,Initial Contact Made,3/6/24,1
CLM0837,Claim Assigned,2/12/24,0
CLM0837,Initial Contact Made,2/13/24,1
CLM0838,Claim Assigned,3/14/24,0
CLM0838,Initial Contact Made,3/15/24,1
CLM0838,Investigation Complete,4/11/24,27
CLM0838,Settlement Offer Made,4/26/24,15
CLM0838,Claim Closed,5/1/24,5
CLM0839,Claim Assigned,1/18/24,0
CLM0839,Initial Contact Made,1/19/24,1
CLM0839,Investigation Complete,2/22/24,34
CLM0840,Claim Assigned,2/15/24,0
CLM0840,Initial Contact Made,2/16/24,1
CLM0841,Claim Assigned,1/17/24,0
CLM0841,Initial Contact Made,1/18/24,1
CLM0841,Investigation Complete,2/19/24,32
CLM0841,Settlement Offer Made,2/23/24,4
CLM0841,Claim Closed,3/1/24,7
CLM0842,Claim Assigned,1/29/24,0
CLM0842,Initial Contact Made,1/30/24,1
CLM0843,Claim Assigned,3/27/24,0
CLM0843,Initial Contact Made,3/28/24,1
CLM0844,Claim Assigned,1/9/24,0
CLM0844,Initial Contact Made,1/10/24,1
CLM0844,Investigation Complete,2/13/24,34
CLM0844,Settlement Offer Made,2/19/24,6
CLM0844,Claim Closed,2/26/24,7
CLM0845,Claim Assigned,2/20/24,0
CLM0845,Initial Contact Made,2/21/24,1
CLM0845,Investigation Complete,3/8/24,16
CLM0846,Claim Assigned,3/25/24,0
CLM0846,Initial Contact Made,3/26/24,1
CLM0846,Investigation Complete,4/15/24,20
CLM0846,Settlement Offer Made,4/26/24,11
CLM0846,Claim Closed,5/5/24,9
CLM0847,Claim Assigned,3/9/24,0
CLM0847,Initial Contact Made,3/10/24,1
CLM0847,Investigation Complete,4/2/24,23
CLM0848,Claim Assigned,2/23/24,0
CLM0848,Initial Contact Made,2/24/24,1
CLM0849,Claim Assigned,2/28/24,0
CLM0849,Initial Contact Made,2/29/24,1
CLM0849,Investigation Complete,3/19/24,19
CLM0849,Settlement Offer Made,3/28/24,9
CLM0850,Claim Assigned,3/26/24,0
CLM0850,Initial Contact Made,3/27/24,1
CLM0851,Claim Assigned,1/4/24,0
CLM0851,Initial Contact Made,1/5/24,1
CLM0851,Investigation Complete,1/15/24,10
CLM0851,Settlement Offer Made,1/20/24,5
CLM0852,Claim Assigned,1/10/24,0
CLM0852,Initial Contact Made,1/11/24,1
CLM0853,Claim Assigned,2/18/24,0
CLM0853,Initial Contact Made,2/19/24,1
CLM0853,Investigation Complete,3/15/24,25
CLM0854,Claim Assigned,3/12/24,0
CLM0854,Initial Contact Made,3/13/24,1
CLM0854,Investigation Complete,4/5/24,23
CLM0855,Claim Assigned,1/13/24,0
CLM0855,Initial Contact Made,1/14/24,1
CLM0855,Investigation Complete,1/28/24,14
CLM0855,Settlement Offer Made,2/8/24,11
CLM0855,Claim Closed,2/16/24,8
CLM0856,Claim Assigned,3/17/24,0
CLM0856,Initial Contact Made,3/18/24,1
CLM0856,Investigation Complete,4/19/24,32
CLM0856,Settlement Offer Made,4/28/24,9
CLM0857,Claim Assigned,2/9/24,0
CLM0857,Initial Contact Made,2/10/24,1
CLM0858,Claim Assigned,1/9/24,0
CLM0858,Initial Contact Made,1/10/24,1
CLM0858,Investigation Complete,2/11/24,32
CLM0858,Settlement Offer Made,2/21/24,10
CLM0859,Claim Assigned,1/25/24,0
CLM0859,Initial Contact Made,1/26/24,1
CLM0859,Investigation Complete,2/26/24,31
CLM0859,Settlement Offer Made,3/4/24,7
CLM0859,Claim Closed,3/16/24,12
CLM0860,Claim Assigned,1/14/24,0
CLM0860,Initial Contact Made,1/15/24,1
CLM0860,Investigation Complete,2/18/24,34
CLM0860,Settlement Offer Made,2/28/24,10
CLM0861,Claim Assigned,2/20/24,0
CLM0861,Initial Contact Made,2/21/24,1
CLM0861,Investigation Complete,3/16/24,24
CLM0861,Settlement Offer Made,3/23/24,7
CLM0861,Claim Closed,3/27/24,4
CLM0862,Claim Assigned,2/29/24,0
CLM0862,Initial Contact Made,3/1/24,1
CLM0862,Investigation Complete,3/17/24,16
CLM0863,Claim Assigned,2/18/24,0
CLM0863,Initial Contact Made,2/19/24,1
CLM0863,Investigation Complete,3/16/24,26
CLM0864,Claim Assigned,1/7/24,0
CLM0864,Initial Contact Made,1/8/24,1
CLM0864,Investigation Complete,2/11/24,34
CLM0864,Settlement Offer Made,2/25/24,14
CLM0864,Claim Closed,3/5/24,9
CLM0865,Claim Assigned,1/13/24,0
CLM0865,Initial Contact Made,1/14/24,1
CLM0865,Investigation Complete,1/26/24,12
CLM0865,Settlement Offer Made,1/31/24,5
CLM0866,Claim Assigned,1/23/24,0
CLM0866,Initial Contact Made,1/24/24,1
CLM0866,Investigation Complete,2/15/24,22
CLM0866,Settlement Offer Made,2/26/24,11
CLM0866,Claim Closed,3/1/24,4
CLM0867,Claim Assigned,2/29/24,0
CLM0867,Initial Contact Made,3/1/24,1
CLM0867,Investigation Complete,3/16/24,15
CLM0867,Settlement Offer Made,3/23/24,7
CLM0868,Claim Assigned,3/6/24,0
CLM0868,Initial Contact Made,3/7/24,1
CLM0868,Investigation Complete,3/30/24,23
CLM0869,Claim Assigned,2/27/24,0
CLM0869,Initial Contact Made,2/28/24,1
CLM0869,Investigation Complete,3/16/24,17
CLM0869,Settlement Offer Made,3/30/24,14
CLM0869,Claim Closed,4/11/24,12
CLM0870,Claim Assigned,3/10/24,0
CLM0870,Initial Contact Made,3/11/24,1
CLM0870,Investigation Complete,4/6/24,26
CLM0871,Claim Assigned,1/14/24,0
CLM0871,Initial Contact Made,1/15/24,1
CLM0871,Investigation Complete,1/25/24,10
CLM0872,Claim Assigned,2/9/24,0
CLM0872,Initial Contact Made,2/10/24,1
CLM0872,Investigation Complete,3/3/24,22
CLM0872,Settlement Offer Made,3/18/24,15
CLM0872,Claim Closed,4/2/24,15
CLM0873,Claim Assigned,2/19/24,0
CLM0873,Initial Contact Made,2/20/24,1
CLM0874,Claim Assigned,1/23/24,0
CLM0874,Initial Contact Made,1/24/24,1
CLM0874,Investigation Complete,2/16/24,23
CLM0874,Settlement Offer Made,2/29/24,13
CLM0874,Claim Closed,3/15/24,15
CLM0875,Claim Assigned,2/2/24,0
CLM0875,Initial Contact Made,2/3/24,1
CLM0875,Investigation Complete,2/19/24,16
CLM0875,Settlement Offer Made,2/28/24,9
CLM0876,Claim Assigned,2/16/24,0
CLM0876,Initial Contact Made,2/17/24,1
CLM0876,Investigation Complete,3/22/24,34
CLM0876,Settlement Offer Made,4/5/24,14
CLM0877,Claim Assigned,1/20/24,0
CLM0877,Initial Contact Made,1/21/24,1
CLM0878,Claim Assigned,1/29/24,0
CLM0878,Initial Contact Made,1/30/24,1
CLM0878,Investigation Complete,2/19/24,20
CLM0878,Settlement Offer Made,3/5/24,15
CLM0878,Claim Closed,3/9/24,4
CLM0879,Claim Assigned,3/24/24,0
CLM0879,Initial Contact Made,3/25/24,1
CLM0879,Investigation Complete,4/6/24,12
CLM0879,Settlement Offer Made,4/9/24,3
CLM0880,Claim Assigned,3/3/24,0
CLM0880,Initial Contact Made,3/4/24,1
CLM0881,Claim Assigned,1/25/24,0
CLM0881,Initial Contact Made,1/26/24,1
CLM0881,Investigation Complete,2/26/24,31
CLM0881,Settlement Offer Made,3/11/24,14
CLM0881,Claim Closed,3/26/24,15
CLM0882,Claim Assigned,3/15/24,0
CLM0882,Initial Contact Made,3/16/24,1
CLM0882,Investigation Complete,3/27/24,11
CLM0882,Settlement Offer Made,4/11/24,15
CLM0882,Claim Closed,4/15/24,4
CLM0883,Claim Assigned,1/20/24,0
CLM0883,Initial Contact Made,1/21/24,1
CLM0883,Investigation Complete,2/22/24,32
CLM0883,Settlement Offer Made,3/4/24,11
CLM0884,Claim Assigned,3/16/24,0
CLM0884,Initial Contact Made,3/17/24,1
CLM0884,Investigation Complete,4/26/24,40
CLM0884,Settlement Offer Made,5/10/24,14
CLM0885,Claim Assigned,1/3/24,0
CLM0885,Initial Contact Made,1/4/24,1
CLM0885,Investigation Complete,2/3/24,30
CLM0886,Claim Assigned,1/16/24,0
CLM0886,Initial Contact Made,1/17/24,1
CLM0886,Investigation Complete,2/24/24,38
CLM0886,Settlement Offer Made,3/7/24,12
CLM0886,Claim Closed,3/18/24,11
CLM0887,Claim Assigned,1/5/24,0
CLM0887,Initial Contact Made,1/6/24,1
CLM0887,Investigation Complete,2/5/24,30
CLM0888,Claim Assigned,3/10/24,0
CLM0888,Initial Contact Made,3/11/24,1
CLM0888,Investigation Complete,4/2/24,22
CLM0889,Claim Assigned,1/16/24,0
CLM0889,Initial Contact Made,1/17/24,1
CLM0889,Investigation Complete,2/18/24,32
CLM0889,Settlement Offer Made,2/28/24,10
CLM0889,Claim Closed,3/14/24,15
CLM0890,Claim Assigned,2/9/24,0
CLM0890,Initial Contact Made,2/10/24,1
CLM0891,Claim Assigned,1/2/24,0
CLM0891,Initial Contact Made,1/3/24,1
CLM0891,Investigation Complete,1/17/24,14
CLM0891,Settlement Offer Made,2/1/24,15
CLM0892,Claim Assigned,1/18/24,0
